AUID_NEW,ARB2017.id,ARB2017.pctId,ARB2017.alen,ARB2017.evalue,Genomes879.id,Genomes879.pctId,Genomes879.alen,Genomes879.evalue,Genomes879.tax,MarineDiazo.subject,MarineDiazo.pid,MarineDiazo.alen,MarineDiazo.evalue,MarineDiazo.description,AUID,UCYNA_oligos,qcovs,pident,evalue,bitscore,Genoes879.pid_flag,MarineDiazo.ID,consensus_id,subcluster,cluster,CON,nifH_cluster,group1,group2,group3,group4,CyanoCON,crocoCMB,CyanoGroups,CyanoGroupsII,CyanoGroupsIII,CyanoGroupsIV
AUID.43427,CBH22899.1|uncultured_bacterium,91.331,323,5.2199999999999995e-124,Desulfitobacterium hafniense,84.404,109,5.35e-58,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfitobacterium,NA,NA,NA,NA,NA,AUID.10941,NA,NA,NA,NA,NA,NA,NA,unknown1C,1C,1,unknown1C,1C,1C,1C,1C,1B & 1G,1C,unknown1C,unknown1C,unknown1C,unknown1C,unknown1C
AUID.43428,AIL28648.1|uncultured_bacterium,99.661,295,1.5999999999999997e-153,Halorhodospira halophila,91.753,97,4.21e-62,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Halorhodospira,NA,NA,NA,NA,NA,AUID.17069,NA,NA,NA,NA,NA,NA,NA,unknown1O,1O,1,unknown1O,1O/1P,1O/1P,1O/1P,1O/1P,1B & 1G,1O/1P,unknown1O,unknown1O,unknown1O,unknown1O,unknown1O
AUID.43429,AKS11352.1|uncultured_microorganism,93.578,327,6.61e-138,Desulfovibrio aespoeensis,95.413,109,7.3e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.17070,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43430,ALJ52006.1|uncultured_bacterium,100,328,1.7499999999999997e-173,Pelobacter carbinolicus,94.495,109,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,CB914H4,97.859,327,1.43e-163,NB3-Pelobacter|CB914H4,AUID.17071,NA,NA,NA,NA,NA,NA,NB3-Pelobacter|CB914H4;CB914H4,NB3-Pelobacter|CB914H4;CB914H4,1A,1,NB3-Pelobacter|CB914H4;CB914H4,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,NB3-Pelobacter|CB914H4;CB914H4,NB3-Pelobacter|CB914H4;CB914H4,NB3-Pelobacter|CB914H4;CB914H4,NB3-Pelobacter|CB914H4;CB914H4,NB3-Pelobacter|CB914H4;CB914H4
AUID.43431,ADM51850.1|uncultured_bacterium,90.994,322,8.73e-122,Desulfatibacillum alkenivorans,92.661,109,2.9799999999999997e-69,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,NA,NA,NA,NA,NA,AUID.17072,NA,NA,NA,NA,NA,NA,NA,unknown3,3H,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43432,AAY85423.1|uncultured_bacterium,77.199,307,2.7199999999999994e-42,Desulfatibacillum alkenivorans,88.073,109,1.71e-65,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,NA,NA,NA,NA,NA,AUID.17073,NA,NA,NA,NA,NA,NA,NA,unknown3,3N,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43433,ARA15001.1|uncultured_bacterium,78.618,304,9.64e-52,Desulfatibacillum alkenivorans,89.908,109,4.309999999999999e-68,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,NA,NA,NA,NA,NA,AUID.17074,NA,NA,NA,NA,NA,NA,NA,unknown3,3I,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43434,AKS11247.1|uncultured_microorganism,98.476,328,3.8099999999999997e-165,Pelobacter carbinolicus,94.495,109,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,CB914H4,98.165,327,3.0699999999999994e-165,NB3-Pelobacter|CB914H4,AUID.10942,NA,NA,NA,NA,NA,NA,NB3-Pelobacter|CB914H4;CB914H4,NB3-Pelobacter|CB914H4;CB914H4,1A,1,NB3-Pelobacter|CB914H4;CB914H4,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,NB3-Pelobacter|CB914H4;CB914H4,NB3-Pelobacter|CB914H4;CB914H4,NB3-Pelobacter|CB914H4;CB914H4,NB3-Pelobacter|CB914H4;CB914H4,NB3-Pelobacter|CB914H4;CB914H4
AUID.43436,AEI72398.1|uncultured_bacterium,92.945,326,5.15e-134,Desulfuromonas acetoxidans,95.413,109,1.0600000000000001e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas,NA,NA,NA,NA,NA,AUID.17076,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.43440,ACI25956.1|uncultured_soil,95.356,323,1.0799999999999998e-145,Burkholderia xenovorans,100,108,2.1e-76,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,NA,NA,NA,NA,NA,AUID.17080,NA,NA,NA,NA,NA,1,NA,Burkholderia xenovorans,1K,1,Burkholderia xenovorans,1J/1K,1J/1K,"1A,  3,  &  1J/1K",1B 1J/1K,1A/C3 1J/1K,1J/1K,Burkholderia xenovorans,Burkholderia xenovorans,Burkholderia xenovorans,Burkholderia xenovorans,Burkholderia xenovorans
AUID.43442,ALJ51636.1|uncultured_bacterium,97.859,327,2.9699999999999998e-161,Verrucomicrobiae bacterium,86.239,109,5.000000000000004e-66,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;__f;__g,NA,NA,NA,NA,NA,AUID.10943,NA,NA,NA,NA,NA,NA,NA,unknown3,3T,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43453,AHY22729.1|uncultured_marine,99.071,323,1.0499999999999999e-165,Burkholderia xenovorans,99.074,108,1.01e-75,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,NA,NA,NA,NA,NA,AUID.10944,NA,NA,NA,NA,NA,1,NA,Burkholderia xenovorans,1K,1,Burkholderia xenovorans,1J/1K,1J/1K,"1A,  3,  &  1J/1K",1B 1J/1K,1A/C3 1J/1K,1J/1K,Burkholderia xenovorans,Burkholderia xenovorans,Burkholderia xenovorans,Burkholderia xenovorans,Burkholderia xenovorans
AUID.43458,CUW00868.1|uncultured_marine,77.914,326,2.68e-52,Desulfatibacillum alkenivorans,92.661,109,1.7500000000000002e-70,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,NA,NA,NA,NA,NA,AUID.17096,NA,NA,NA,NA,NA,NA,NA,unknown3,3H,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43461,AIW60620.1|uncultured_marine,85.366,328,7.04e-93,Opitutaceae bacterium,94.495,109,2.3000000000000002e-71,Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;__g,NA,NA,NA,NA,NA,AUID.17099,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43463,AKS11095.1|uncultured_microorganism,96.33,327,6.469999999999999e-153,Desulfovibrio aespoeensis,93.578,109,2.3599999999999997e-69,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.10945,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43467,ADM51906.1|uncultured_bacterium,84.277,318,1.54e-84,Desulfovibrio salexigens,86.239,109,7.979999999999999e-67,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.17104,NA,NA,NA,NA,NA,NA,NA,unknown3,3M,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43469,APP89918.1|uncultured_bacterium,93.902,328,3.95e-140,Desulfatibacillum alkenivorans,88.073,109,6.889999999999998e-68,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,NA,NA,NA,NA,NA,AUID.17106,NA,NA,NA,NA,NA,NA,NA,unknown3,3T,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43470,ACZ53853.1|uncultured_soil,94.769,325,1.8099999999999997e-143,Bradyrhizobium sp.,99.074,108,3.399999999999999e-75,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium,NA,NA,NA,NA,NA,AUID.17107,NA,NA,NA,NA,NA,1,NA,Bradyrhizobium sp.,1K,1,Bradyrhizobium sp.,1J/1K,1J/1K,"1A,  3,  &  1J/1K",1B 1J/1K,1A/C3 1J/1K,1J/1K,Bradyrhizobium sp.,Bradyrhizobium sp.,Bradyrhizobium sp.,Bradyrhizobium sp.,Bradyrhizobium sp.
AUID.43471,AKS11490.1|uncultured_microorganism,77.439,328,1.61e-49,Verrucomicrobiae bacterium,88.991,109,7.12e-68,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;__f;__g,NA,NA,NA,NA,NA,AUID.17108,NA,NA,NA,NA,NA,NA,NA,unknown3,3J,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43472,AEE37981.1|uncultured_bacterium,91.525,295,1.6999999999999998e-113,Pelobacter carbinolicus,95.918,98,8.69e-65,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.17109,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.43478,ZP_08110622.1|Desulfovibrio_desulfuricans,88.05,318,1.49e-104,Desulfovibrio aespoeensis,96.33,109,1.29e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.17115,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43479,AAZ06740.1|uncultured_nitrogen-fixing,86.585,328,4.18e-100,Desulfovibrio aespoeensis,99.083,109,2.42e-75,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.17116,NA,NA,NA,NA,NA,1,NA,Desulfovibrio aespoeensis,3E,3,Desulfovibrio aespoeensis,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,Desulfovibrio aespoeensis,Desulfovibrio aespoeensis,Desulfovibrio aespoeensis,Desulfovibrio aespoeensis,Desulfovibrio aespoeensis
AUID.43480,ACN77123.1|uncultured_bacterium,95.706,326,5.04e-149,Pseudomonas stutzeri,97.248,109,9.53e-76,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,NA,NA,NA,NA,NA,AUID.17117,NA,NA,NA,NA,NA,1,NA,Pseudomonas stutzeri,1G,1,Pseudomonas stutzeri,1G,1G,1G,1B 1J/1K,1B & 1G,1G,Pseudomonas stutzeri,Pseudomonas stutzeri,Pseudomonas stutzeri,Pseudomonas stutzeri,Pseudomonas stutzeri
AUID.43482,ALJ51998.1|uncultured_bacterium,87.926,323,4.15e-105,Desulfovibrio aespoeensis,95.413,109,2.32e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.10946,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43490,ARN60531.1|uncultured_bacterium,95.679,324,6.449999999999999e-148,Burkholderia xenovorans,100,108,2.1e-76,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,NA,NA,NA,NA,NA,AUID.17126,NA,NA,NA,NA,NA,1,NA,Burkholderia xenovorans,1K,1,Burkholderia xenovorans,1J/1K,1J/1K,"1A,  3,  &  1J/1K",1B 1J/1K,1A/C3 1J/1K,1J/1K,Burkholderia xenovorans,Burkholderia xenovorans,Burkholderia xenovorans,Burkholderia xenovorans,Burkholderia xenovorans
AUID.43492,AKS11342.1|uncultured_microorganism,86.93,329,8.98e-102,delta proteobacterium,95.413,109,2.51e-72,Bacteria;Proteobacteria;Deltaproteobacteria;__o;__f;__g,NA,NA,NA,NA,NA,AUID.10947,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43493,AKV16166.1|uncultured_nitrogen-fixing,98.171,328,1.7700000000000003e-163,Allochromatium vinosum,98.165,109,1.21e-75,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Allochromatium,NA,NA,NA,NA,NA,AUID.17128,NA,NA,NA,NA,NA,1,NA,Allochromatium vinosum,1G,1,Allochromatium vinosum,1G,1G,1G,1B 1J/1K,1B & 1G,1G,Allochromatium vinosum,Allochromatium vinosum,Allochromatium vinosum,Allochromatium vinosum,Allochromatium vinosum
AUID.43494,ADO25074.1|uncultured_bacterium,81.707,328,7.25e-73,Desulfovibrio aespoeensis,93.578,109,8.299999999999999e-70,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.17129,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43496,AAO67591.1|uncultured_bacterium,95.107,327,3.0299999999999998e-146,Dechloromonas aromatica,100,109,4.51e-77,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Dechloromonas,NA,NA,NA,NA,NA,AUID.17131,NA,NA,NA,NA,NA,1,NA,Dechloromonas aromatica,1P,1,Dechloromonas aromatica,1O/1P,1O/1P,1O/1P,1O/1P,1B & 1G,1O/1P,Dechloromonas aromatica,Dechloromonas aromatica,Dechloromonas aromatica,Dechloromonas aromatica,Dechloromonas aromatica
AUID.43497,OAS40203.1|Opitutaceae_bacterium,83.939,330,4.27e-85,Verrucomicrobiae bacterium,95.413,109,5.840000000000001e-73,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;__f;__g,NA,NA,NA,NA,NA,AUID.17132,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43499,AIL28653.1|uncultured_bacterium,99.695,328,8.14e-172,Desulfovibrio aespoeensis,96.33,109,8.15e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.10245,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43500,AMM02605.1|uncultured_prokaryote,97.866,328,8.249999999999999e-162,Pelobacter carbinolicus,94.495,109,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,Chuk_Shio_otu2,97.866,328,3.969999999999999e-164,Chuk-Shio-otu1,AUID.10948,NA,NA,NA,NA,NA,NA,Chuk-Shio-otu1;Chuk_Shio_otu2,Chuk-Shio-otu1;Chuk_Shio_otu2,1A,1,Chuk-Shio-otu1;Chuk_Shio_otu2,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,Chuk-Shio-otu1;Chuk_Shio_otu2,Chuk-Shio-otu1;Chuk_Shio_otu2,Chuk-Shio-otu1;Chuk_Shio_otu2,Chuk-Shio-otu1;Chuk_Shio_otu2,Chuk-Shio-otu1;Chuk_Shio_otu2
AUID.43501,ANF06906.1|uncultured_bacterium,87.702,309,1.5e-99,Desulfurivibrio alkaliphilus,94.495,109,1.99e-70,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfurivibrio,NA,NA,NA,NA,NA,AUID.17134,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43504,AKS11974.1|uncultured_microorganism,91.562,320,5.2199999999999995e-124,Verrucomicrobiae bacterium,88.991,109,7.52e-68,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;__f;__g,NA,NA,NA,NA,NA,AUID.17137,NA,NA,NA,NA,NA,NA,NA,unknown3,3Q,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43506,AKS11285.1|uncultured_microorganism,98.471,327,1.37e-164,Desulfuromonas acetoxidans,98.165,109,5.19e-76,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas,NA,NA,NA,NA,NA,AUID.17139,NA,NA,NA,NA,NA,1,NA,Desulfuromonas acetoxidans,1A,1,Desulfuromonas acetoxidans,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,Desulfuromonas acetoxidans,Desulfuromonas acetoxidans,Desulfuromonas acetoxidans,Desulfuromonas acetoxidans,Desulfuromonas acetoxidans
AUID.43508,AKS11109.1|uncultured_microorganism,86.039,308,1.18e-90,Desulfovibrio aespoeensis,93.578,109,6.76e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.17141,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43509,AKP55990.1|uncultured_nitrogen-fixing,93.293,328,8.55e-137,Desulfovibrio magneticus,87.156,109,6.2699999999999995e-56,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.17142,NA,NA,NA,NA,NA,NA,NA,unknown3,3N,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43516,AFH88477.1|uncultured_microorganism,84.195,329,9.179999999999999e-87,delta proteobacterium,88.991,109,4.779999999999999e-66,Bacteria;Proteobacteria;Deltaproteobacteria;__o;__f;__g,NA,NA,NA,NA,NA,AUID.17149,NA,NA,NA,NA,NA,NA,NA,unknown3,3N,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43522,ADO24990.1|uncultured_bacterium,84.83,323,5.479999999999999e-89,Desulfovibrio aespoeensis,90.826,109,4.26e-69,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.10949,NA,NA,NA,NA,NA,NA,NA,unknown3,3T,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43524,ALJ52006.1|uncultured_bacterium,94.817,328,3.9199999999999996e-145,Pelobacter carbinolicus,94.495,109,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.17156,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.43525,ALV82250.1|uncultured_bacterium,98.78,328,2.2799999999999997e-167,Desulfovibrio magneticus,88.073,109,1.26e-66,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.17157,NA,NA,NA,NA,NA,NA,NA,unknown3,3N,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43528,ADJ95328.1|uncultured_bacterium,91.536,319,6.69e-123,Methylococcus capsulatus,98.148,108,6.58e-75,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylococcus,NA,NA,NA,NA,NA,AUID.17160,NA,NA,NA,NA,NA,1,NA,Methylococcus capsulatus,1K,1,Methylococcus capsulatus,1J/1K,1J/1K,"1A,  3,  &  1J/1K",1B 1J/1K,1A/C3 1J/1K,1J/1K,Methylococcus capsulatus,Methylococcus capsulatus,Methylococcus capsulatus,Methylococcus capsulatus,Methylococcus capsulatus
AUID.43530,AKU75794.1|uncultured_marine,91.743,327,6.7e-128,Desulfovibrio aespoeensis,93.578,109,3.66e-70,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.10950,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43536,AAL06265.1|Desulfomicrobium_baculatum,77.439,328,1.61e-49,Verrucomicrobiae bacterium,88.073,109,2.3299999999999994e-67,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;__f;__g,NA,NA,NA,NA,NA,AUID.17167,NA,NA,NA,NA,NA,NA,NA,unknown3,3Q,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43540,ABF61458.1|uncultured_microorganism,99.08,326,2.2699999999999998e-167,Opitutaceae bacterium,86.111,108,4.2300000000000004e-65,Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;__g,NA,NA,NA,NA,NA,AUID.10951,NA,NA,NA,NA,NA,NA,NA,unknown3,3T,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43543,ADD48930.1|uncultured_bacterium,94.817,328,3.9199999999999996e-145,Desulfatibacillum alkenivorans,88.991,109,4.56e-58,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,NA,NA,NA,NA,NA,AUID.17173,NA,NA,NA,NA,NA,NA,NA,unknown3,3B,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43544,ADO25084.1|uncultured_bacterium,79.63,324,1.2299999999999999e-60,Desulfatibacillum alkenivorans,92.661,109,7.72e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,NA,NA,NA,NA,NA,AUID.17174,NA,NA,NA,NA,NA,NA,NA,unknown3,3H,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43551,ACP42075.1|uncultured_bacterium,92.638,326,2.3899999999999998e-132,Pelobacter carbinolicus,95.413,109,2.7999999999999998e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.10952,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.43555,AHA49931.1|uncultured_bacterium,92.355,327,3.0999999999999997e-131,Desulfatibacillum alkenivorans,89.908,109,3.5500000000000004e-58,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,NA,NA,NA,NA,NA,AUID.17184,NA,NA,NA,NA,NA,NA,NA,unknown3,3B,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43557,AEX91980.1|uncultured_bacterium,96.584,322,8.369999999999998e-152,Dechloromonas aromatica,99.083,109,3.14e-76,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Dechloromonas,NA,NA,NA,NA,NA,AUID.17186,NA,NA,NA,NA,NA,1,NA,Dechloromonas aromatica,1P,1,Dechloromonas aromatica,1O/1P,1O/1P,1O/1P,1O/1P,1B & 1G,1O/1P,Dechloromonas aromatica,Dechloromonas aromatica,Dechloromonas aromatica,Dechloromonas aromatica,Dechloromonas aromatica
