arb_name	genus_species	NCBI nuc	NCBI prot	NCBI GI	nifHCluster	kingdom	phylum	class	order	family	genus
MrvForma	Marvinbryantia formatexigens	ACCL02000003	EET62280.1	255269075	4G	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia
MrvForm2	Marvinbryantia formatexigens	NZ_ACCL02000003	ZP_05345165.1	255280610	3	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia
MegGenom	Megasphaera genomosp.	ADGP01000013	EFD94373.1	290781790	4F	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
MegGeno2	Megasphaera genomosp.	ADGP01000013	EFD94380.1	290781797	4F	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
MegGeno3	Megasphaera genomosp.	NZ_ADGP01000013	ZP_06559660.1	290968115	4F	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
MegGeno4	Megasphaera genomosp.	NZ_ADGP01000013	ZP_06559667.1	290968122	4F	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
MegMicro	Megasphaera micronuciformis	AECS01000003	EFQ04981.1	310621445	4F	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
MegMicr2	Megasphaera micronuciformis	AECS01000003	EFQ04990.1	310621454	4F	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
MesoLot5	Mesorhizobium loti	NC_002678	NP_106489.1	13474919	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium
MesoLot6	Mesorhizobium loti	BA000012	BAB52275.1	14025675	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium
MesOppo2	Mesorhizobium opportunistum	ACZA01000008	EEW34039.1	259032776	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium
MesOppo3	Mesorhizobium opportunistum	NZ_ACZA01000008	ZP_05809487.1	260461239	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium
MtrRumi2	Methanobrevibacter ruminantium	CP001719	ADC47316.1	288543432	4D	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter
MtrRumi3	Methanobrevibacter ruminantium	NC_013790	YP_003424208.1	288560722	4D	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter
MtrSmith	Methanobrevibacter smithii	CP000678	ABQ87912.1	148552784	4D	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter
MtrSmit2	Methanobrevibacter smithii	NC_009515	YP_001274280.1	148643767	4D	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter
MtrSmit3	Methanobrevibacter smithii	ABYW01000005	EEE41532.1	222434367	4D	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter
MtrSmit4	Methanobrevibacter smithii	NZ_ABYW01000005	ZP_03607317.1	222444802	4D	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter
MtrSmit5	Methanobrevibacter smithii	ABYV01000011	EEF85399.1	224516065	4D	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter
MtrSmit6	Methanobrevibacter smithii	NZ_ABYV01000011	ZP_03704845.1	225015554	4D	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter
MtrSmit8	Methanobrevibacter smithii	NZ_ABYV02000006	ZP_05976042.1	261350625	4D	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter
MtrSmit9	Methanobrevibacter smithii	ABYV02000006	EFC93706.1	288861408	4D	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter
MtdFerve	Methanocaldococcus fervens	ACQW01000010	EER76341.1	241876801	4D	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
MtdFerv2	Methanocaldococcus fervens	NZ_ACQW01000010	ZP_04795296.1	241910809	4D	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
MtdFerv3	Methanocaldococcus fervens	CP001696	ACV24948.1	256794279	4D	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
MtdFerv4	Methanocaldococcus fervens	NC_013156	YP_003128448.1	256811079	4D	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
MtdInfer	Methanocaldococcus infernus	ACQY01000001	EER82097.1	241882707	4I	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
MtdInfe2	Methanocaldococcus infernus	NZ_ACQY01000001	ZP_04789417.1	241904780	4I	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
MtdInfe3	Methanocaldococcus infernus	ACQY01000001	EER82084.1	241882694	2B	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
MtdInfe4	Methanocaldococcus infernus	NZ_ACQY01000001	ZP_04789404.1	241904767	2B	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
MtdInfe5	Methanocaldococcus infernus	CP002009	ADG12713.1	295433542	2B	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
MtdInfe6	Methanocaldococcus infernus	CP002009	ADG12726.1	295433555	4I	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
MtdInfe7	Methanocaldococcus infernus	NC_014122	YP_003615677.1	296108728	2B	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
MtdInfe8	Methanocaldococcus infernus	NC_014122	YP_003615690.1	296108741	4I	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
MtdJanna	Methanocaldococcus jannaschii	NC_000909	NP_247874.1	15669069	4D	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
MtdJann2	Methanocaldococcus jannaschii	L77117	AAB98883.1	1592313	4D	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
MtdSpeci	Methanocaldococcus sp.	CP001901	ADC68732.1	288937977	2B	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
MtdSpec2	Methanocaldococcus sp.	CP001901	ADC69956.1	288939201	4D	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
MtdSpec3	Methanocaldococcus sp.	NC_013887	YP_003457468.1	289191527	2B	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
MtdSpec4	Methanocaldococcus sp.	NC_013887	YP_003458692.1	289192751	4D	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
MtdVulca	Methanocaldococcus vulcanius	CP001787	ACX72742.1	261369993	4D	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
MtdVulc2	Methanocaldococcus vulcanius	CP001787	ACX72939.1	261370190	2B	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
MtdVulc3	Methanocaldococcus vulcanius	NC_013407	YP_003247224.1	261403000	4D	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
MtdVulc4	Methanocaldococcus vulcanius	NC_013407	YP_003247421.1	261403197	2B	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
MnlPalud	Methanocella paludicola	AP011532	BAI60436.1	282155348	4D	Archaea	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella
MnlPalu2	Methanocella paludicola	AP011532	BAI60977.1	282155889	4	Archaea	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella
MnlPalu3	Methanocella paludicola	NC_013665	YP_003355419.1	282163034	4D	Archaea	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella
MnlPalu4	Methanocella paludicola	NC_013665	YP_003355960.1	282163575	4	Archaea	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella
MhdBurto	Methanococcoides burtonii	CP000300	ABE51973.1	91712046	4D	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanococcoides
MhdBurt2	Methanococcoides burtonii	NC_007955	YP_565723.1	91773031	4D	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanococcoides
MhnAeoli	Methanococcus aeolicus	CP000743	ABR56800.1	150014349	4D	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
MhnAeol2	Methanococcus aeolicus	NC_009635	YP_001325412.1	150401646	4D	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
MhnAeol3	Methanococcus aeolicus	CP000743	ABR56092.1	150013641	4I	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
MhnAeol4	Methanococcus aeolicus	CP000743	ABR57010.1	150014559	2B	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
MhnAeol5	Methanococcus aeolicus	NC_009635	YP_001324704.1	150400938	4I	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
MhnAeol6	Methanococcus aeolicus	NC_009635	YP_001325622.1	150401856	2B	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
MhnMarip	Methanococcus maripaludis	CP000609	ABO34969.1	132663323	2B	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
MhnMari2	Methanococcus maripaludis	NC_009135	YP_001097184.1	134045698	2B	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
MhnMari3	Methanococcus maripaludis	CP000745	ABR65168.1	150033055	2B	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
MhnMari4	Methanococcus maripaludis	CP000745	ABR66213.1	150034100	4I	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
MhnMari5	Methanococcus maripaludis	NC_009637	YP_001329319.1	150402025	2B	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
MhnMari6	Methanococcus maripaludis	NC_009637	YP_001330364.1	150403070	4I	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
MhnMari7	Methanococcus maripaludis	CP000867	ABX01620.1	159886683	4I	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
MhnMari8	Methanococcus maripaludis	CP000867	ABX02614.1	159887677	2B	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
MhnMari9	Methanococcus maripaludis	NC_009975	YP_001548852.1	159905190	4I	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
MhnMar10	Methanococcus maripaludis	NC_009975	YP_001549846.1	159906184	2B	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
MhnMar12	Methanococcus maripaludis	BX950229	CAF30409.1	44921174	2B	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
MhnMar13	Methanococcus maripaludis	NC_005791	NP_987267.1	45357710	4I	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
MhnMar14	Methanococcus maripaludis	NC_005791	NP_987973.1	45358416	2B	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
MhnMar15	Methanococcus maripaludis	CP000609	ABO35825.1	132664179	4I	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
MhnMar16	Methanococcus maripaludis	NC_009135	YP_001098039.1	134046554	4I	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
MhnVann2	Methanococcus vannielii	CP000742	ABR55051.1	150012599	4I	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
MhnVann3	Methanococcus vannielii	NC_009634	YP_001323663.1	150399896	4I	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
MhnVann4	Methanococcus vannielii	CP000742	ABR53979.1	150011527	2B	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
MhnVann5	Methanococcus vannielii	NC_009634	YP_001322591.1	150398824	2B	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
MhnVolta	Methanococcus voltae	ABHB01000001	EDP41050.1	158973582	4D	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
MhnVolt2	Methanococcus voltae	NZ_ABHB01000001	ZP_02193482.1	163799575	4D	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
MhnVolt4	Methanococcus voltae	CP002057	ADI36359.1	297378204	4D	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
MhnVolt5	Methanococcus voltae	NC_014222	YP_003707332.1	297619227	4D	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
MhcLabre	Methanocorpusculum labreanum	CP000559	ABN07210.1	124363402	4	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum
MhcLabr2	Methanocorpusculum labreanum	NC_008942	YP_001030477.1	124485861	4	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum
MhcLabr3	Methanocorpusculum labreanum	CP000559	ABN06341.1	124362533	4D	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum
MhcLabr4	Methanocorpusculum labreanum	NC_008942	YP_001029608.1	124484992	4D	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum
MncMaris	Methanoculleus marisnigri	CP000562	ABN57863.1	125862674	4D	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus
MncMari2	Methanoculleus marisnigri	NC_009051	YP_001047845.1	126179880	4D	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus
MnbEvest	Methanohalobium evestigatum	CP002069	ADI73466.1	298287500	4D	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalobium
MnbEves2	Methanohalobium evestigatum	NC_014253	YP_003726262.1	298674512	4D	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalobium
MnhMahii	Methanohalophilus mahii	CP001994	ADE36911.1	292667062	4D	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus
MnhMahi2	Methanohalophilus mahii	NC_014002	YP_003542556.1	294496063	4D	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus
MnpPetro	Methanoplanus petrolearius	CP002117	ADN35041.1	307155661	3J	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoplanus
MnpPetr3	Methanoplanus petrolearius	CP002117	ADN37126.1	307157746	4D	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoplanus
MnpPetr4	Methanoplanus petrolearius	NC_014507	YP_003893479.1	307352428	3J	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoplanus
MnpPetr6	Methanoplanus petrolearius	NC_014507	YP_003895564.1	307354513	4D	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoplanus
MhrKandl	Methanopyrus kandleri	AE009439	AAM02629.1	19888076	4D	Archaea	Euryarchaeota	Methanopyri	Methanopyrales	Methanopyraceae	Methanopyrus
MhrKand2	Methanopyrus kandleri	NC_003551	NP_614699.1	20094852	4D	Archaea	Euryarchaeota	Methanopyri	Methanopyrales	Methanopyraceae	Methanopyrus
MhtTherm	Methanosaeta thermophila	CP000477	ABK14960.1	116665933	4D	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanosaeta 
MhtTher2	Methanosaeta thermophila	NC_008553	YP_843600.1	116754482	4D	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanosaeta 
MetAceti	Methanosarcina acetivorans	AE010299	AAM06982.1	19917684	4D	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
MetAcet2	Methanosarcina acetivorans	NC_003552	NP_618502.1	20092427	4D	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
MetAcet3	Methanosarcina acetivorans	AE010299	AAM07246.1	19917978	3C	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
MetAcet4	Methanosarcina acetivorans	NC_003552	NP_618766.1	20092691	3C	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
MetAcet5	Methanosarcina acetivorans	AE010299	AAM04624.1	19915043	4G	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
MetAcet6	Methanosarcina acetivorans	AE010299	AAM04632.1	19915052	2	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
MetAcet7	Methanosarcina acetivorans	NC_003552	NP_616144.1	20090069	4G	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
MetAcet8	Methanosarcina acetivorans	NC_003552	NP_616152.1	20090077	4G	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
MetAcet9	Methanosarcina acetivorans	AE010299	AAM05043.1	19915509	4	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
MetAce10	Methanosarcina acetivorans	NC_003552	NP_616563.1	20090488	4	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
MetAce11	Methanosarcina acetivorans	AE010299	AAM05435.1	19915955	4A	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
MetAce12	Methanosarcina acetivorans	NC_003552	NP_616955.1	20090880	4A	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
MetBark5	Methanosarcina barkeri	CP000099	AAZ69331.1	72395058	4D	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
MetBark6	Methanosarcina barkeri	NC_007355	YP_303911.1	73667896	4D	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
MetBark8	Methanosarcina barkeri	CP000099	AAZ69156.1	72394883	3C	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
MetBark9	Methanosarcina barkeri	NC_007355	YP_303736.1	73667721	3C	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
MetBar11	Methanosarcina barkeri	CP000099	AAZ71206.1	72396933	2	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
MetBar12	Methanosarcina barkeri	NC_007355	YP_305786.1	73669771	4G	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
MetMazei	Methanosarcina mazei	AE008384	AAM30210.1	20904895	4D	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
MetMaze2	Methanosarcina mazei	NC_003901	NP_632538.1	21226616	4D	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
MetMaze3	Methanosarcina mazei	AE008384	AAM30415.1	20905120	3C	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
MetMaze4	Methanosarcina mazei	NC_003901	NP_632743.1	21226821	3C	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
MhpStadt	Methanosphaera stadtmanae	CP000102	ABC57502.1	84373232	4D	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera
MhpStad2	Methanosphaera stadtmanae	NC_007681	YP_448145.1	84489913	4D	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera
MhhPalus	Methanosphaerula palustris	CP001338	ACL15489.1	219545039	4B	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Generaincertaesedis	Methanosphaerula
MhhPalu2	Methanosphaerula palustris	NC_011832	YP_002465212.1	219850780	4B	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Generaincertaesedis	Methanosphaerula
MhhPalu3	Methanosphaerula palustris	CP001338	ACL15621.1	219545171	4D	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Generaincertaesedis	Methanosphaerula
MhhPalu4	Methanosphaerula palustris	CP001338	ACL15934.1	219545484	3J	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Generaincertaesedis	Methanosphaerula
MhhPalu5	Methanosphaerula palustris	NC_011832	YP_002465344.1	219850912	4D	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Generaincertaesedis	Methanosphaerula
MhhPalu6	Methanosphaerula palustris	NC_011832	YP_002465657.1	219851225	3J	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Generaincertaesedis	Methanosphaerula
MnsHunga	Methanospirillum hungatei	CP000254	ABD40545.1	88187548	4D	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanospirillum
MnsHung2	Methanospirillum hungatei	NC_007796	YP_502264.1	88602086	4D	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanospirillum
MtnMarbu	Methanothermobacter marburgensis	CP001710	ADL57755.1	302587380	2B	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanothermobacter
MtnMarb2	Methanothermobacter marburgensis	CP001710	ADL58617.1	302588242	4D	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanothermobacter
MtnMarb3	Methanothermobacter marburgensis	NC_014408	YP_003849068.1	304313921	2B	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanothermobacter
MtnMarb4	Methanothermobacter marburgensis	NC_014408	YP_003849930.1	304314783	4D	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanothermobacter
MhmOkina	Methanothermococcus okinawensis	AEDA01000001	EFL49005.1	302486083	4D	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanothermococcus
MhmOkin2	Methanothermococcus okinawensis	NZ_AEDA01000001	ZP_07329864.1	303243522	4D	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanothermococcus
MhmOkin3	Methanothermococcus okinawensis	AEDA01000002	EFL48887.1	302485964	2B	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanothermococcus
MhmOkin4	Methanothermococcus okinawensis	NZ_AEDA01000002	ZP_07330063.1	303243722	2B	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanothermococcus
MntFervi	Methanothermus fervidus	CP002278	ADP77182.1	311224326	4D	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanothermaceae	Methanothermus
MntFerv2	Methanothermus fervidus	NC_014658	YP_004003944.1	312136607	4D	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanothermaceae	Methanothermus
MlcInfer	Methylacidiphilum infernorum	CP000975	ACD83930.1	189186745	1K	Bacteria	Verrucomicrobia	__c	Methylacidiphilum	__f	__g
MlcInfe2	Methylacidiphilum infernorum	NC_010794	YP_001940528.1	189219887	1K	Bacteria	Verrucomicrobia	__c	Methylacidiphilum	__f	__g
MtbTund3	Methylobacter tundripaludum	AEGW01000005	EFO06039.1	307735190	1O	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter
MtbTund4	Methylobacter tundripaludum	NZ_AEGW01000005	ZP_07654124.1	307823896	1O	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter
MlbNodul	Methylobacterium nodulans	CP001349	ACL58883.1	219948491	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
MlbNodu2	Methylobacterium nodulans	NC_011894	YP_002499186.1	220923884	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
MlbSpeci	Methylobacterium sp.	CP000943	ACA17917.1	168195970	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
MlbSpec2	Methylobacterium sp.	NC_010511	YP_001770351.1	170741696	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
MtcSilv5	Methylocella silvestris	CP001280	ACK52517.1	217505108	1K	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella
MtcSilv6	Methylocella silvestris	NC_011666	YP_002363879.1	217979732	1K	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella
MhlCaps2	Methylococcus capsulatus	AE017282	AAU90633.1	53756342	1K	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylococcus
MhlCaps3	Methylococcus capsulatus	NC_002977	YP_112764.1	53802581	1K	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylococcus
MtsTric6	Methylosinus trichosporium	ADVE01000002	EFH04962.1	296257899	1K	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylosinus
MtsTric7	Methylosinus trichosporium	NZ_ADVE01000002	ZP_06886595.1	296444631	1K	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylosinus
MccChtho	Microcoleus chthonoplastes	DS989843	EDX77768.1	196182783	3E	Bacteria	Cyanobacteria	__c	Oscillatoriales	__f	Microcoleus
