"SAMPLEID","join","Sample_Name2","seqID","station","cruise","Latitude","Longitude","Size_fraction","Sample.type","type","surface_dna","region","direction","wasSequenced","lat_lon","Depth","Collection_Month","SRA.Study","Run","Assay.Type","AvgSpotLen","Bases","BioProject","BioSample","BioSampleModel","Bytes","Center.Name","Consent","DATASTORE.filetype","DATASTORE.provider","DATASTORE.region","Experiment","geo_loc_name_country","geo_loc_name_country_continent","geo_loc_name","Instrument","Isolation_source","Library.Name","LibraryLayout","LibrarySelection","LibrarySource","Organism","Platform","ReleaseDate","samp_mat_process","Sample.Name","Collection_Date","Time"
"Hanna45-64102A","14",2016,64102,14,2016,26.17,157.599,"0.2","Profile","dna",NA,"npsg","south",64102,"26.17 N 157.599 W",120,"2016-05","SRP190508","SRR8844167","AMPLICON",601,40668009,"PRJNA530276","SAMN11317363","Metagenome or environmental",25114115,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631877","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater\, small size fraction (>2 microns\, <3 microns)","64102_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-120m-26.16 N 158.06 W-May-2016-small fraction-64102","5/2/16",NA
"Hanna42-64097A","14",2016,64097,14,2016,26.17,157.599,"3","Profile","dna",NA,"npsg","south",64097,"26.17 N 157.599 W",150,"2016-05","SRP190508","SRR8844166","AMPLICON",601,22921401,"PRJNA530276","SAMN11317390","Metagenome or environmental",14310356,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631878","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater\, large size fraction (>3 microns)","64097_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-150m-26.16 N 158.06 W-May-2016-large fraction-64097","5/2/16",NA
"Hanna43-64098A","14",2016,64098,14,2016,26.17,157.599,"0.2","Profile","dna",NA,"npsg","south",64098,"26.17 N 157.599 W",150,"2016-05","SRP190508","SRR8844165","AMPLICON",601,44331366,"PRJNA530276","SAMN11317362","Metagenome or environmental",27429777,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631879","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater\, small size fraction (>2 microns\, <3 microns)","64098_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-150m-26.16 N 158.06 W-May-2016-small fraction-64098","5/2/16",NA
"Hanna40-64095A","14",2016,64095,14,2016,26.17,157.599,"3","Profile","dna",NA,"npsg","south",64095,"26.17 N 157.599 W",200,"2016-05","SRP190508","SRR8844064","AMPLICON",601,42914597,"PRJNA530276","SAMN11317389","Metagenome or environmental",25311800,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631980","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater\, large size fraction (>3 microns)","64095_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-200m-26.16 N 158.06 W-May-2016-large fraction-64095","5/2/16",NA
"Hanna41-64096A","14",2016,64096,14,2016,26.17,157.599,"0.2","Profile","dna",NA,"npsg","south",64096,"26.17 N 157.599 W",200,"2016-05","SRP190508","SRR8844065","AMPLICON",601,38841675,"PRJNA530276","SAMN11317361","Metagenome or environmental",23149376,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631979","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater\, small size fraction (>2 microns\, <3 microns)","64096_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-200m-26.16 N 158.06 W-May-2016-small fraction-64096","5/2/16",NA
"Gradoville66-68789","14",2017,68789,14,2017,34.50003667,158.000125,"whole",NA,"dna","yes","transition","south",68789,"34.50003667 N 158.000125 W",15,"2017-05","SRP190508","SRR8844109","AMPLICON",501,28394453,"PRJNA530276","SAMN11317441","Metagenome or environmental",15736298,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631935","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68789_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-15m-34.5 N 158 W-Jun-2017-68789","6/8/17","10:48:00"
"Gradoville67-68790","14",2017,68790,14,2017,34.50003667,158.000125,"whole",NA,"dna","yes","transition","south",NA,"34.50003667 N 158.000125 W",15,"2017-05","SRP190508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METAGENOMIC",NA,NA,NA,NA,NA,"6/8/17","10:48:00"
"Gradoville68-68819","14",2017,68819,14,2017,34.50003667,158.000125,"whole",NA,"dna",NA,"transition","south",68819,"34.50003667 N 158.000125 W",60,"2017-05","SRP190508","SRR8844108","AMPLICON",501,28358457,"PRJNA530276","SAMN11317442","Metagenome or environmental",15667457,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631936","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68819_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-DCMm-34.5 N 158 W-Jun-2017-68819","6/8/17","10:48:00"
"Gradoville69-68820","14",2017,68820,14,2017,34.50003667,158.000125,"whole",NA,"dna",NA,"transition","south",NA,"34.50003667 N 158.000125 W",60,"2017-05","SRP190508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METAGENOMIC",NA,NA,NA,NA,NA,"6/8/17","10:48:00"
"Gradoville64-68777","14",2017,68777,14,2017,34.50003667,158.000125,"whole",NA,"dna",NA,"transition","south",NA,"34.50003667 N 158.000125 W",120,"2017-05","SRP190508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METAGENOMIC",NA,NA,NA,NA,NA,"6/8/17","10:48:00"
"Gradoville65-68778","14",2017,68778,14,2017,34.50003667,158.000125,"whole",NA,"dna",NA,"transition","south",NA,"34.50003667 N 158.000125 W",120,"2017-05","SRP190508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METAGENOMIC",NA,NA,NA,NA,NA,"6/8/17","10:48:00"
"Gradoville70-68825","15",2017,68825,15,2017,34.00011667,157.99995,"whole",NA,"dna","yes","transition","south",NA,"34.00011667 N 157.99995 W",15,"2017-05","SRP190508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METAGENOMIC",NA,NA,NA,NA,NA,"6/9/17","3:32:00"
"Gradoville71-68826","15",2017,68826,15,2017,34.00011667,157.99995,"whole",NA,"dna","yes","transition","south",NA,"34.00011667 N 157.99995 W",15,"2017-05","SRP190508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METAGENOMIC",NA,NA,NA,NA,NA,"6/9/17","3:32:00"
"Gradoville74-68843","15",2017,68843,15,2017,34.00011667,157.99995,"whole",NA,"dna",NA,"transition","south",NA,"34.00011667 N 157.99995 W",25,"2017-05","SRP190508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METAGENOMIC",NA,NA,NA,NA,NA,"6/9/17","3:32:00"
"Gradoville75-68844","15",2017,68844,15,2017,34.00011667,157.99995,"whole",NA,"dna",NA,"transition","south",NA,"34.00011667 N 157.99995 W",25,"2017-05","SRP190508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METAGENOMIC",NA,NA,NA,NA,NA,"6/9/17","3:32:00"
"Gradoville72-68833","15",2017,68833,15,2017,34.00011667,157.99995,"whole",NA,"dna",NA,"transition","south",68833,"34.00011667 N 157.99995 W",90,"2017-05","SRP190508","SRR8844111","AMPLICON",501,13390937,"PRJNA530276","SAMN11317443","Metagenome or environmental",7591750,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631933","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68833_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-90m-34 N 158 W-Jun-2017-68833","6/9/17","3:32:00"
"Gradoville73-68834","15",2017,68834,15,2017,34.00011667,157.99995,"whole",NA,"dna",NA,"transition","south",68834,"34.00011667 N 157.99995 W",90,"2017-05","SRP190508","SRR8844159","AMPLICON",501,21862823,"PRJNA530276","SAMN11317444","Metagenome or environmental",12301693,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631885","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68834_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-90m-34 N 158 W-Jun-2017-68834","6/9/17","3:32:00"
"Gradoville96-68879","16",2017,68879,16,2017,32.92878333,158.0003,"whole",NA,"dna","yes","transition","south",68879,"32.92878333 N 158.0003 W",12,"2017-05","SRP190508","SRR8844105","AMPLICON",501,20149503,"PRJNA530276","SAMN11317445","Metagenome or environmental",9869539,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631939","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68879_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-12m-32.93 N 158 W-Jun-2017-68879","6/9/17","16:04:00"
"Gradoville97-68880","16",2017,68880,16,2017,32.92878333,158.0003,"whole",NA,"dna","yes","transition","south",68880,"32.92878333 N 158.0003 W",12,"2017-05","SRP190508","SRR8844104","AMPLICON",501,18680394,"PRJNA530276","SAMN11317446","Metagenome or environmental",9447115,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631940","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68880_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-12m-32.93 N 158 W-Jun-2017-68880","6/9/17","16:04:00"
"Gradoville95-68871","16",2017,68871,16,2017,32.92878333,158.0003,"whole",NA,"dna",NA,"transition","south",NA,"32.92878333 N 158.0003 W",95,"2017-05","SRP190508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METAGENOMIC",NA,NA,NA,NA,NA,"6/9/17","16:04:00"
"Gradoville93-68869","16",2017,68869,16,2017,32.92878333,158.0003,"whole",NA,"dna",NA,"transition","south",NA,"32.92878333 N 158.0003 W",120,"2017-05","SRP190508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METAGENOMIC",NA,NA,NA,NA,NA,"6/9/17","16:04:00"
"Gradoville94-68870","16",2017,68870,16,2017,32.92878333,158.0003,"whole",NA,"dna",NA,"transition","south",NA,"32.92878333 N 158.0003 W",120,"2017-05","SRP190508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METAGENOMIC",NA,NA,NA,NA,NA,"6/9/17","16:04:00"
"Gradoville85-68893","17",2017,68893,17,2017,32.00007833,157.9999417,"whole",NA,"rna",NA,"npsg","south",68893,"32.00007833 N 157.9999417 W",15,"2017-06","SRP190508","SRR8844090","AMPLICON",501,15633410,"PRJNA530276","SAMN11317475","Metagenome or environmental",7006967,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631954","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68893_library","PAIRED","PCR","METATRANSCRIPTOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH RNA-seq","RNA-15m-32 N 158 W-Jun-2017-68893","6/10/17","3:31:00"
"Gradoville86-68894","17",2017,68894,17,2017,32.00007833,157.9999417,"whole",NA,"rna",NA,"npsg","south",68894,"32.00007833 N 157.9999417 W",15,"2017-06","SRP190508","SRR8844091","AMPLICON",501,17472768,"PRJNA530276","SAMN11317476","Metagenome or environmental",7834715,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631953","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68894_library","PAIRED","PCR","METATRANSCRIPTOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH RNA-seq","RNA-15m-32 N 158 W-Jun-2017-68894","6/10/17","3:31:00"
"Gradoville98-68885","17",2017,68885,17,2017,32.00007833,157.9999417,"whole",NA,"dna","yes","npsg","south",68885,"32.00007833 N 157.9999417 W",15,"2017-06","SRP190508","SRR8844092","AMPLICON",501,13916195,"PRJNA530276","SAMN11317447","Metagenome or environmental",6326402,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631952","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68885_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-15m-32 N 158 W-Jun-2017-68885","6/10/17","3:31:00"
"Gradoville99-68886","17",2017,68886,17,2017,32.00007833,157.9999417,"whole",NA,"dna","yes","npsg","south",68886,"32.00007833 N 157.9999417 W",15,"2017-06","SRP190508","SRR8844093","AMPLICON",501,5190665,"PRJNA530276","SAMN11317448","Metagenome or environmental",2403902,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631951","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68886_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-15m-32 N 158 W-Jun-2017-68886","6/10/17","3:31:00"
"Gradoville108-68907","17",2017,68907,17,2017,32.00007833,157.9999417,"whole",NA,"dna",NA,"npsg","south",68907,"32.00007833 N 157.9999417 W",25,"2017-06","SRP190508","SRR8844076","AMPLICON",501,8415331,"PRJNA530276","SAMN11317456","Metagenome or environmental",3944194,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631968","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68907_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-25m-32 N 158 W-Jun-2017-68907","6/10/17","3:31:00"
"Gradoville109-68908","17",2017,68908,17,2017,32.00007833,157.9999417,"whole",NA,"dna",NA,"npsg","south",68908,"32.00007833 N 157.9999417 W",25,"2017-06","SRP190508","SRR8844075","AMPLICON",501,4399516,"PRJNA530276","SAMN11317457","Metagenome or environmental",2064297,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631969","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68908_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-25m-32 N 158 W-Jun-2017-68908","6/10/17","3:31:00"
"Gradoville104-68899","17",2017,68899,17,2017,32.00007833,157.9999417,"whole",NA,"dna",NA,"npsg","south",NA,"32.00007833 N 157.9999417 W",45,"2017-06","SRP190508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METAGENOMIC",NA,NA,NA,NA,NA,"6/10/17","3:31:00"
"Gradoville105-68900","17",2017,68900,17,2017,32.00007833,157.9999417,"whole",NA,"dna",NA,"npsg","south",68900,"32.00007833 N 157.9999417 W",45,"2017-06","SRP190508","SRR8844084","AMPLICON",501,13442423,"PRJNA530276","SAMN11317453","Metagenome or environmental",6361817,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631960","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68900_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-45m-32 N 158 W-Jun-2017-68900","6/10/17","3:31:00"
"Gradoville102-68897","17",2017,68897,17,2017,32.00007833,157.9999417,"whole",NA,"dna",NA,"npsg","south",68897,"32.00007833 N 157.9999417 W",60,"2017-06","SRP190508","SRR8844086","AMPLICON",501,7007642,"PRJNA530276","SAMN11317451","Metagenome or environmental",3552964,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631958","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68897_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-60m-32 N 158 W-Jun-2017-68897","6/10/17","3:31:00"
"Gradoville103-68898","17",2017,68898,17,2017,32.00007833,157.9999417,"whole",NA,"dna",NA,"npsg","south",68898,"32.00007833 N 157.9999417 W",60,"2017-06","SRP190508","SRR8844087","AMPLICON",501,10255170,"PRJNA530276","SAMN11317452","Metagenome or environmental",5169405,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631957","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68898_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-60m-32 N 158 W-Jun-2017-68898","6/10/17","3:31:00"
"Gradoville106-68901","17",2017,68901,17,2017,32.00007833,157.9999417,"whole",NA,"dna",NA,"npsg","south",68901,"32.00007833 N 157.9999417 W",90,"2017-06","SRP190508","SRR8844085","AMPLICON",501,11084092,"PRJNA530276","SAMN11317454","Metagenome or environmental",5939243,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631959","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68901_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-DCMm-32 N 158 W-Jun-2017-68901","6/10/17","3:31:00"
"Gradoville107-68902","17",2017,68902,17,2017,32.00007833,157.9999417,"whole",NA,"dna",NA,"npsg","south",68902,"32.00007833 N 157.9999417 W",90,"2017-06","SRP190508","SRR8844077","AMPLICON",501,7060050,"PRJNA530276","SAMN11317455","Metagenome or environmental",3737214,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631967","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68902_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-DCMm-32 N 158 W-Jun-2017-68902","6/10/17","3:31:00"
"Gradoville100-68895","17",2017,68895,17,2017,32.00007833,157.9999417,"whole",NA,"dna",NA,"npsg","south",68895,"32.00007833 N 157.9999417 W",120,"2017-06","SRP190508","SRR8844088","AMPLICON",501,11738747,"PRJNA530276","SAMN11317449","Metagenome or environmental",5993455,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631956","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68895_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-120m-32 N 158 W-Jun-2017-68895","6/10/17","3:31:00"
"Gradoville101-68896","17",2017,68896,17,2017,32.00007833,157.9999417,"whole",NA,"dna",NA,"npsg","south",68896,"32.00007833 N 157.9999417 W",120,"2017-06","SRP190508","SRR8844089","AMPLICON",501,12528988,"PRJNA530276","SAMN11317450","Metagenome or environmental",6537583,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631955","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68896_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-120m-32 N 158 W-Jun-2017-68896","6/10/17","3:31:00"
"Gradoville110-68913","18",2017,68913,18,2017,29.58205,158.0019667,"whole",NA,"dna","yes","npsg","south",68913,"29.58205 N 158.0019667 W",15,"2017-06","SRP190508","SRR8844080","AMPLICON",501,15261767,"PRJNA530276","SAMN11317458","Metagenome or environmental",7130503,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631964","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68913_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-15m-29.58 N 158 W-Jun-2017-68913","6/11/17","3:31:00"
"Gradoville111-68914","18",2017,68914,18,2017,29.58205,158.0019667,"whole",NA,"dna","yes","npsg","south",68914,"29.58205 N 158.0019667 W",15,"2017-06","SRP190508","SRR8844079","AMPLICON",501,8790027,"PRJNA530276","SAMN11317459","Metagenome or environmental",4051292,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631965","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68914_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-15m-29.58 N 158 W-Jun-2017-68914","6/11/17","3:31:00"
"Gradoville87-68911","18",2017,68911,18,2017,29.58205,158.0019667,"whole",NA,"rna",NA,"npsg","south",68911,"29.58205 N 158.0019667 W",15,"2017-06","SRP190508","SRR8844074","AMPLICON",501,17956984,"PRJNA530276","SAMN11317477","Metagenome or environmental",7968163,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631970","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68911_library","PAIRED","PCR","METATRANSCRIPTOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH RNA-seq","RNA-15m-29.58 N 158 W-Jun-2017-68911","6/11/17","3:31:00"
"Gradoville88-68912","18",2017,68912,18,2017,29.58205,158.0019667,"whole",NA,"rna",NA,"npsg","south",68912,"29.58205 N 158.0019667 W",15,"2017-06","SRP190508","SRR8844081","AMPLICON",501,24448029,"PRJNA530276","SAMN11317478","Metagenome or environmental",10815621,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631963","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68912_library","PAIRED","PCR","METATRANSCRIPTOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH RNA-seq","RNA-15m-29.58 N 158 W-Jun-2017-68912","6/11/17","3:31:00"
"Gradoville120-68937","18",2017,68937,18,2017,29.58205,158.0019667,"whole",NA,"dna",NA,"npsg","south",68937,"29.58205 N 158.0019667 W",25,"2017-06","SRP190508","SRR8844183","AMPLICON",501,12259183,"PRJNA530276","SAMN11317467","Metagenome or environmental",5611503,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631861","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68937_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-25m-29.58 N 158 W-Jun-2017-68937","6/11/17","3:31:00"
"Gradoville121-68938","18",2017,68938,18,2017,29.58205,158.0019667,"whole",NA,"dna",NA,"npsg","south",68938,"29.58205 N 158.0019667 W",25,"2017-06","SRP190508","SRR8844184","AMPLICON",501,10581026,"PRJNA530276","SAMN11317468","Metagenome or environmental",4900388,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631860","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68938_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-25m-29.58 N 158 W-Jun-2017-68938","6/11/17","3:31:00"
