"SAMPLEID"	"StudyID"	"Run"	"SRA_Study"	"BioProject"	"BioSample"	"Sample_Name"	"Sample_Name_2"	"Region"	"Collection_Date"	"Time"	"Depth"	"Station"	"geo_loc_name"	"Lat_Lon"	"Latitude"	"Longitude"	"LibraryName"	"LibrarySelection"	"LibrarySource"	"Size_fraction"	"Sample_Type"	"Lat"	"Lon"	"DateTimeUTC"	"FIXME.Depth"
"SRR7036251"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952769"	"102.100.100/34623"	NA	NA	"2016-6-17"	NA	"65.5"	NA	"Pacific Ocean: GOSHIP_P15 S"	"11.994650 S 170.002370 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-11.99465	-170.00237	"2016-06-17T23:00:00"	FALSE
"SRR7036253"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952717"	"102.100.100/34571"	NA	NA	"2016-5-31"	NA	"100"	NA	"Pacific Ocean: GOSHIP_P15 S"	"38.190170 S 171.500200 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-38.19017	-171.5002	"2016-05-31T23:00:00"	FALSE
"SRR7036255"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952717"	"102.100.100/34570"	NA	NA	"2016-5-31"	NA	"91.6"	NA	"Pacific Ocean: GOSHIP_P15 S"	"38.634400 S 171.806150 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-38.6344	-171.80615	"2016-05-31T23:00:00"	FALSE
"SRR7036257"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952719"	"102.100.100/34572"	NA	NA	"2016-5-31"	NA	"85.1"	NA	"Pacific Ocean: GOSHIP_P15 S"	"37.763800 S 171.195970 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-37.7638	-171.19597	"2016-05-31T23:00:00"	FALSE
"SRR7036259"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952718"	"102.100.100/34572"	NA	NA	"2016-5-31"	NA	"85.1"	NA	"Pacific Ocean: GOSHIP_P15 S"	"37.763800 S 171.195970 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-37.7638	-171.19597	"2016-05-31T23:00:00"	FALSE
"SRR7036261"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952719"	"102.100.100/34573"	NA	NA	"2016-6-1"	NA	"73.9"	NA	"Pacific Ocean: GOSHIP_P15 S"	"36.875450 S 170.598350 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-36.87545	-170.59835	"2016-06-01T23:00:00"	FALSE
"SRR7036263"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952822"	"102.100.100/34618"	NA	NA	"2016-6-16"	NA	"86.1"	NA	"Pacific Ocean: GOSHIP_P15 S"	"14.279880 S 169.996000 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-14.27988	-169.996	"2016-06-16T23:00:00"	FALSE
"SRR7036265"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952765"	"102.100.100/34619"	NA	NA	"2016-6-16"	NA	"50.6"	NA	"Pacific Ocean: GOSHIP_P15 S"	"13.969100 S 169.997730 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-13.9691	-169.99773	"2016-06-16T23:00:00"	FALSE
"SRR7036267"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952765"	"102.100.100/34617"	NA	NA	"2016-6-15"	NA	"61.2"	NA	"Pacific Ocean: GOSHIP_P15 S"	"14.664480 S 169.998220 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-14.66448	-169.99822	"2016-06-15T23:00:00"	FALSE
"SRR7036269"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952763"	"102.100.100/34647"	NA	NA	"2016-6-24"	NA	"65.2"	NA	"Pacific Ocean: GOSHIP_P15 S"	"0.003830 S 168.736620 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-0.00383	-168.73662	"2016-06-23T23:00:00"	FALSE
"SRR7036271"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952792"	"102.100.100/34646"	NA	NA	"2016-6-23"	NA	"50.5"	NA	"Pacific Ocean: GOSHIP_P15 S"	"0.496770 S 168.743730 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-0.49677	-168.74373	"2016-06-22T23:00:00"	FALSE
"SRR7036273"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952792"	"102.100.100/34645"	NA	NA	"2016-6-23"	NA	"51.4"	NA	"Pacific Ocean: GOSHIP_P15 S"	"0.999170 S 168.749170 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-0.99917	-168.74917	"2016-06-22T23:00:00"	FALSE
"SRR7036275"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952791"	"102.100.100/34620"	NA	NA	"2016-6-16"	NA	"65.8"	NA	"Pacific Ocean: GOSHIP_P15 S"	"13.503380 S 170.002630 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-13.50338	-170.00263	"2016-06-16T23:00:00"	FALSE
"SRR7036277"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952766"	"102.100.100/34644"	NA	NA	"2016-6-23"	NA	"66.9"	NA	"Pacific Ocean: GOSHIP_P15 S"	"1.500550 S 168.749680 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-1.50055	-168.74968	"2016-06-22T23:00:00"	FALSE
"SRR7036279"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952790"	"102.100.100/34672"	NA	NA	"2016-5-19"	NA	"35"	NA	"Pacific Ocean: GOSHIP_P15 S"	"48.502467 S 170.000417 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-48.502467	-170.000417	"2016-05-19T23:00:00"	FALSE
"SRR7036281"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952819"	"102.100.100/34672"	NA	NA	"2016-5-19"	NA	"35"	NA	"Pacific Ocean: GOSHIP_P15 S"	"48.502467 S 170.000417 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-48.502467	-170.000417	"2016-05-19T23:00:00"	FALSE
"SRR7036283"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952818"	"102.100.100/34671"	NA	NA	"2016-5-19"	NA	"60"	NA	"Pacific Ocean: GOSHIP_P15 S"	"48.502467 S 170.000417 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-48.502467	-170.000417	"2016-05-19T23:00:00"	FALSE
"SRR7036285"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952817"	"102.100.100/34670"	NA	NA	"2016-5-19"	NA	"535"	NA	"Pacific Ocean: GOSHIP_P15 S"	"48.502467 S 170.000417 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-48.502467	-170.000417	"2016-05-19T23:00:00"	FALSE
"SRR7036287"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952817"	"102.100.100/34673"	NA	NA	"2016-5-19"	NA	"5400"	NA	"Pacific Ocean: GOSHIP_P15 S"	"47.994550 S 169.993033 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-47.99455	-169.993033	"2016-05-19T23:00:00"	FALSE
"SRR7036289"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952819"	"102.100.100/34597"	NA	NA	"2016-6-10"	NA	"66"	NA	"Pacific Ocean: GOSHIP_P15 S"	"24.499200 S 170.002320 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-24.4992	-170.00232	"2016-06-10T23:00:00"	FALSE
"SRR7036291"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952742"	"102.100.100/34595"	NA	NA	"2016-6-9"	NA	"102.6"	NA	"Pacific Ocean: GOSHIP_P15 S"	"25.491730 S 170.002170 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-25.49173	-170.00217	"2016-06-09T23:00:00"	FALSE
"SRR7036293"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952740"	"102.100.100/34594"	NA	NA	"2016-6-9"	NA	"91.4"	NA	"Pacific Ocean: GOSHIP_P15 S"	"25.984070 S 169.995850 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-25.98407	-169.99585	"2016-06-09T23:00:00"	FALSE
"SRR7036295"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952740"	"102.100.100/34596"	NA	NA	"2016-6-9"	NA	"117.1"	NA	"Pacific Ocean: GOSHIP_P15 S"	"24.993080 S 170.003970 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-24.99308	-170.00397	"2016-06-09T23:00:00"	FALSE
"SRR7036297"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952742"	"102.100.100/34595"	NA	NA	"2016-6-9"	NA	"102.6"	NA	"Pacific Ocean: GOSHIP_P15 S"	"25.491730 S 170.002170 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-25.49173	-170.00217	"2016-06-09T23:00:00"	FALSE
"SRR7036299"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952741"	"102.100.100/34527"	NA	NA	"2016-5-18"	NA	"199.6"	NA	"Pacific Ocean: GOSHIP_P15 S"	"50.503130 S 170.016020 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-50.50313	-170.01602	"2016-05-18T23:00:00"	FALSE
"SRR7036301"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952673"	"102.100.100/34528"	NA	NA	"2016-5-18"	NA	"115.9"	NA	"Pacific Ocean: GOSHIP_P15 S"	"50.009880 S 169.989530 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-50.00988	-169.98953	"2016-05-18T23:00:00"	FALSE
"SRR7036303"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952674"	"102.100.100/34528"	NA	NA	"2016-5-18"	NA	"115.9"	NA	"Pacific Ocean: GOSHIP_P15 S"	"50.009880 S 169.989530 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-50.00988	-169.98953	"2016-05-18T23:00:00"	FALSE
"SRR7036305"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952675"	"102.100.100/34529"	NA	NA	"2016-5-18"	NA	"90.8"	NA	"Pacific Ocean: GOSHIP_P15 S"	"49.493100 S 170.015750 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-49.4931	-170.01575	"2016-05-18T23:00:00"	FALSE
"SRR7036307"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952675"	"102.100.100/34530"	NA	NA	"2016-5-19"	NA	"150.1"	NA	"Pacific Ocean: GOSHIP_P15 S"	"48.998620 S 170.004870 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-48.99862	-170.00487	"2016-05-19T23:00:00"	FALSE
"SRR7036309"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952676"	"102.100.100/34525"	NA	NA	"2016-5-17"	NA	"114.5"	NA	"Pacific Ocean: GOSHIP_P15 S"	"51.492780 S 170.011930 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-51.49278	-170.01193	"2016-05-17T23:00:00"	FALSE
"SRR7036311"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952671"	"102.100.100/34526"	NA	NA	"2016-5-17"	NA	"133"	NA	"Pacific Ocean: GOSHIP_P15 S"	"51.000520 S 170.015670 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-51.00052	-170.01567	"2016-05-17T23:00:00"	FALSE
"SRR7036313"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952672"	"102.100.100/34524"	NA	NA	"2016-5-17"	NA	"199.7"	NA	"Pacific Ocean: GOSHIP_P15 S"	"52.002800 S 170.068800 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-52.0028	-170.0688	"2016-05-17T23:00:00"	FALSE
"SRR7036315"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952670"	"102.100.100/34524"	NA	NA	"2016-5-17"	NA	"199.7"	NA	"Pacific Ocean: GOSHIP_P15 S"	"52.002800 S 170.068800 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-52.0028	-170.0688	"2016-05-17T23:00:00"	FALSE
"SRR7036317"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952671"	"102.100.100/34526"	NA	NA	"2016-5-17"	NA	"133"	NA	"Pacific Ocean: GOSHIP_P15 S"	"51.000520 S 170.015670 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-51.00052	-170.01567	"2016-05-17T23:00:00"	FALSE
"SRR7036319"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952673"	"102.100.100/34559"	NA	NA	"2016-5-11"	NA	"535"	NA	"Pacific Ocean: GOSHIP_P15 S"	"59.999850 S 169.999867 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-59.99985	-169.999867	"2016-05-11T23:00:00"	FALSE
"SRR7036321"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952705"	"102.100.100/34559"	NA	NA	"2016-5-11"	NA	"535"	NA	"Pacific Ocean: GOSHIP_P15 S"	"59.999850 S 169.999867 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-59.99985	-169.999867	"2016-05-11T23:00:00"	FALSE
"SRR7036323"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952704"	"102.100.100/34558"	NA	NA	"2016-5-11"	NA	"1035"	NA	"Pacific Ocean: GOSHIP_P15 S"	"59.999850 S 169.999867 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-59.99985	-169.999867	"2016-05-11T23:00:00"	FALSE
"SRR7036325"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952704"	"102.100.100/34557"	NA	NA	"2016-5-11"	NA	"2085"	NA	"Pacific Ocean: GOSHIP_P15 S"	"59.999850 S 169.999867 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-59.99985	-169.999867	"2016-05-11T23:00:00"	FALSE
"SRR7036327"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952703"	"102.100.100/34560"	NA	NA	"2016-5-11"	NA	"60"	NA	"Pacific Ocean: GOSHIP_P15 S"	"59.999850 S 169.999867 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-59.99985	-169.999867	"2016-05-11T23:00:00"	FALSE
"SRR7036329"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952706"	"102.100.100/34660"	NA	NA	"2016-5-16"	NA	"65"	NA	"Pacific Ocean: GOSHIP_P15 S"	"53.992383 S 169.957917 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-53.992383	-169.957917	"2016-05-16T23:00:00"	FALSE
"SRR7036331"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952806"	"102.100.100/34658"	NA	NA	"2016-5-16"	NA	"465"	NA	"Pacific Ocean: GOSHIP_P15 S"	"53.992383 S 169.957917 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-53.992383	-169.957917	"2016-05-16T23:00:00"	FALSE
"SRR7036333"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952804"	"102.100.100/34657"	NA	NA	"2016-5-16"	NA	"1065"	NA	"Pacific Ocean: GOSHIP_P15 S"	"53.992383 S 169.957917 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-53.992383	-169.957917	"2016-05-16T23:00:00"	FALSE
"SRR7036335"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952803"	"102.100.100/34659"	NA	NA	"2016-5-16"	NA	"185"	NA	"Pacific Ocean: GOSHIP_P15 S"	"53.992383 S 169.957917 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-53.992383	-169.957917	"2016-05-16T23:00:00"	FALSE
"SRR7036337"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952805"	"102.100.100/34658"	NA	NA	"2016-5-16"	NA	"465"	NA	"Pacific Ocean: GOSHIP_P15 S"	"53.992383 S 169.957917 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-53.992383	-169.957917	"2016-05-16T23:00:00"	FALSE
"SRR7036339"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952805"	"102.100.100/34610"	NA	NA	"2016-6-14"	NA	"134.6"	NA	"Pacific Ocean: GOSHIP_P15 S"	"17.998600 S 170.000350 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-17.9986	-170.00035	"2016-06-14T23:00:00"	FALSE
"SRR7036341"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952756"	"102.100.100/34609"	NA	NA	"2016-6-13"	NA	"133.7"	NA	"Pacific Ocean: GOSHIP_P15 S"	"18.501220 S 170.002350 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-18.50122	-170.00235	"2016-06-13T23:00:00"	FALSE
"SRR7036343"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952755"	"102.100.100/34609"	NA	NA	"2016-6-13"	NA	"133.7"	NA	"Pacific Ocean: GOSHIP_P15 S"	"18.501220 S 170.002350 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-18.50122	-170.00235	"2016-06-13T23:00:00"	FALSE
"SRR7036345"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952754"	"102.100.100/34608"	NA	NA	"2016-6-13"	NA	"91.9"	NA	"Pacific Ocean: GOSHIP_P15 S"	"19.001200 S 170.058920 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-19.0012	-170.05892	"2016-06-13T23:00:00"	FALSE
"SRR7036347"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952754"	"102.100.100/34607"	NA	NA	"2016-6-13"	NA	"106.4"	NA	"Pacific Ocean: GOSHIP_P15 S"	"19.495280 S 170.002620 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-19.49528	-170.00262	"2016-06-13T23:00:00"	FALSE
"SRR7036349"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952753"	"102.100.100/34629"	NA	NA	"2016-6-19"	NA	"60.8"	NA	"Pacific Ocean: GOSHIP_P15 S"	"8.998770 S 168.875170 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-8.99877	-168.87517	"2016-06-19T23:00:00"	FALSE
"SRR7036351"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952775"	"102.100.100/34628"	NA	NA	"2016-6-18"	NA	"62.1"	NA	"Pacific Ocean: GOSHIP_P15 S"	"9.499030 S 168.999130 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-9.49903	-168.99913	"2016-06-18T23:00:00"	FALSE
"SRR7036353"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952775"	"102.100.100/34628"	NA	NA	"2016-6-18"	NA	"62.1"	NA	"Pacific Ocean: GOSHIP_P15 S"	"9.499030 S 168.999130 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-9.49903	-168.99913	"2016-06-18T23:00:00"	FALSE
"SRR7036355"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952774"	"102.100.100/34627"	NA	NA	"2016-6-18"	NA	"75.2"	NA	"Pacific Ocean: GOSHIP_P15 S"	"9.923450 S 169.630120 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-9.92345	-169.63012	"2016-06-18T23:00:00"	FALSE
"SRR7036357"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952773"	"102.100.100/34630"	NA	NA	"2016-6-19"	NA	"75.9"	NA	"Pacific Ocean: GOSHIP_P15 S"	"8.494200 S 168.751230 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-8.4942	-168.75123	"2016-06-19T23:00:00"	FALSE
"SRR7036359"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952776"	"102.100.100/34542"	NA	NA	"2016-5-23"	NA	"99.6"	NA	"Pacific Ocean: GOSHIP_P15 S"	"42.932680 S 174.783800 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-42.93268	-174.7838	"2016-05-22T23:15:00"	FALSE
"SRR7036361"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952688"	"102.100.100/34542"	NA	NA	"2016-5-23"	NA	"99.6"	NA	"Pacific Ocean: GOSHIP_P15 S"	"42.932680 S 174.783800 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-42.93268	-174.7838	"2016-05-22T23:15:00"	FALSE
"SRR7036363"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952689"	"102.100.100/34540"	NA	NA	"2016-5-23"	NA	"110.1"	NA	"Pacific Ocean: GOSHIP_P15 S"	"44.327020 S 173.748300 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-44.32702	-173.7483	"2016-05-22T23:15:00"	FALSE
"SRR7036365"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952687"	"102.100.100/34541"	NA	NA	"2016-5-23"	NA	"115.4"	NA	"Pacific Ocean: GOSHIP_P15 S"	"44.155900 S 173.937500 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-44.1559	-173.9375	"2016-05-22T23:15:00"	FALSE
"SRR7036367"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952687"	"102.100.100/34543"	NA	NA	"2016-5-23"	NA	"101.4"	NA	"Pacific Ocean: GOSHIP_P15 S"	"42.751320 S 174.646500 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-42.75132	-174.6465	"2016-05-22T23:15:00"	FALSE
"SRR7036369"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952689"	"102.100.100/34583"	NA	NA	"2016-6-4"	NA	"91.2"	NA	"Pacific Ocean: GOSHIP_P15 S"	"32.495120 S 169.990720 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-32.49512	-169.99072	"2016-06-04T23:00:00"	FALSE
"SRR7036371"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952729"	"102.100.100/34582"	NA	NA	"2016-6-3"	NA	"96.1"	NA	"Pacific Ocean: GOSHIP_P15 S"	"32.995280 S 170.002720 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-32.99528	-170.00272	"2016-06-03T23:00:00"	FALSE
"SRR7036373"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952729"	"102.100.100/34582"	NA	NA	"2016-6-3"	NA	"96.1"	NA	"Pacific Ocean: GOSHIP_P15 S"	"32.995280 S 170.002720 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-32.99528	-170.00272	"2016-06-03T23:00:00"	FALSE
"SRR7036375"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952728"	"102.100.100/34581"	NA	NA	"2016-6-3"	NA	"91.7"	NA	"Pacific Ocean: GOSHIP_P15 S"	"33.501570 S 170.001750 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-33.50157	-170.00175	"2016-06-03T23:00:00"	FALSE
"SRR7036377"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952727"	"102.100.100/34580"	NA	NA	"2016-6-3"	NA	"100.3"	NA	"Pacific Ocean: GOSHIP_P15 S"	"33.984500 S 169.994780 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-33.9845	-169.99478	"2016-06-03T23:00:00"	FALSE
"SRR7036379"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952727"	"102.100.100/34618"	NA	NA	"2016-6-16"	NA	"86.1"	NA	"Pacific Ocean: GOSHIP_P15 S"	"14.279880 S 169.996000 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-14.27988	-169.996	"2016-06-16T23:00:00"	FALSE
"SRR7036381"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952764"	"102.100.100/34621"	NA	NA	"2016-6-17"	NA	"80.4"	NA	"Pacific Ocean: GOSHIP_P15 S"	"12.997400 S 169.998230 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-12.9974	-169.99823	"2016-06-17T23:00:00"	FALSE
"SRR7036383"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952767"	"102.100.100/34643"	NA	NA	"2016-6-23"	NA	"87.1"	NA	"Pacific Ocean: GOSHIP_P15 S"	"2.001130 S 168.750100 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-2.00113	-168.7501	"2016-06-22T23:00:00"	FALSE
"SRR7036385"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952789"	"102.100.100/34623"	NA	NA	"2016-6-17"	NA	"65.5"	NA	"Pacific Ocean: GOSHIP_P15 S"	"11.994650 S 170.002370 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-11.99465	-170.00237	"2016-06-17T23:00:00"	FALSE
"SRR7036387"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952768"	"102.100.100/34622"	NA	NA	"2016-6-17"	NA	"86.2"	NA	"Pacific Ocean: GOSHIP_P15 S"	"12.497980 S 169.999030 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-12.49798	-169.99903	"2016-06-17T23:00:00"	FALSE
"SRR7036389"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952768"	"102.100.100/34641"	NA	NA	"2016-6-22"	NA	"81"	NA	"Pacific Ocean: GOSHIP_P15 S"	"2.999730 S 168.751350 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-2.99973	-168.75135	"2016-06-21T23:00:00"	FALSE
"SRR7036391"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952787"	"102.100.100/34640"	NA	NA	"2016-6-22"	NA	"90.6"	NA	"Pacific Ocean: GOSHIP_P15 S"	"3.501380 S 168.750580 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-3.50138	-168.75058	"2016-06-21T23:00:00"	FALSE
"SRR7036393"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08952787"	"102.100.100/34642"	NA	NA	"2016-6-22"	NA	"121.9"	NA	"Pacific Ocean: GOSHIP_P15 S"	"2.500420 S 168.750520 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-2.50042	-168.75052	"2016-06-21T23:00:00"	FALSE
