AUID,ARB2017.id,ARB2017.pctId,ARB2017.alen,ARB2017.evalue,Genomes879.id,Genomes879.pctId,Genomes879.alen,Genomes879.evalue,Genomes879.tax,MarineDiazo.subject,MarineDiazo.pid,MarineDiazo.alen,MarineDiazo.evalue,MarineDiazo.description,cluster,subcluster,AUID_updt,AUID_OLD,Genoes879.pid_flag,MarineDiazo.ID,consensus_id
AUID.40486,ABM66704.1|uncultured_microorganism,92.835,321.0,3.1e-131,Allochromatium vinosum,94.495,109.0,2.9700000000000003e-72,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Allochromatium,,,,,,1,1G,AUID.40486,AUID.14791,,,unknown1G
AUID.40487,ACP42189.1|uncultured_bacterium,97.554,327.0,1.38e-159,Pelobacter carbinolicus,96.33,109.0,8.08e-74,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.40487,AUID.14792,,,unknown1A
AUID.40494,AFD03759.1|uncultured_bacterium,99.388,327.0,1.36e-169,Pelobacter carbinolicus,92.661,109.0,1.58e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,Chuk_Shio_otu4,97.866,328.0,3.97e-164,Chuk-Shio-otu1,1,1A,AUID.40494,AUID.14794,,Chuk-Shio-otu1;Chuk_Shio_otu4,Chuk-Shio-otu1;Chuk_Shio_otu4
AUID.40495,AAZ06765.1|uncultured_nitrogen-fixing,97.866,328.0,8.25e-162,Pelobacter carbinolicus,95.413,109.0,2.8e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.40495,AUID.14795,,,unknown1A
AUID.40496,AEP84545.1|uncultured_bacterium,80.723,332.0,3.4e-66,Desulfovibrio magneticus,88.991,109.0,2.19e-68,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3P,AUID.40496,AUID.10215,,,unknown3
AUID.40497,AIL28604.1|uncultured_bacterium,95.719,327.0,1.4e-149,Desulfovibrio aespoeensis,95.413,109.0,7.29e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.40497,AUID.10679,,,unknown3
AUID.40498,AHF50920.1|uncultured_nitrogen-fixing,80.938,320.0,2.62e-67,Magnetococcus sp.,85.321,109.0,5.24e-67,Bacteria;Proteobacteria;Alphaproteobacteria;Magnetococcales;Magnetococcaceae;Magnetococcus,,,,,,1,1P,AUID.40498,AUID.14796,,,unknown1P
AUID.40502,ACN77122.1|uncultured_bacterium,87.0,300.0,7.04e-93,Desulfonatronospira thiodismutans,89.908,109.0,2.37e-67,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfohalobiaceae;Desulfonatronospira,,,,,,3,3K,AUID.40502,AUID.14798,,,unknown3
AUID.40510,ABG80655.1|uncultured_soil,93.293,328.0,8.55e-137,Geobacter bemidjiensis,97.248,109.0,1.68e-65,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter,,,,,,1,1A,AUID.40510,AUID.14803,1.0,,Geobacter bemidjiensis
AUID.40513,AKP56032.1|uncultured_nitrogen-fixing,97.561,328.0,3.84e-160,Desulfovibrio aespoeensis,95.413,109.0,2.17e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.40513,AUID.10680,,,unknown3
AUID.40519,AKV16215.1|uncultured_nitrogen-fixing,91.768,328.0,1.86e-128,Desulfovibrio magneticus,88.073,109.0,5.77e-67,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3P,AUID.40519,AUID.14809,,,unknown3
AUID.40521,AAZ06669.1|uncultured_nitrogen-fixing,93.538,325.0,8.47e-137,Burkholderia sp.,99.074,108.0,1.02e-75,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,,,,,,1,1K,AUID.40521,AUID.14810,1.0,,Burkholderia sp.
AUID.40532,AEE37981.1|uncultured_bacterium,95.732,328.0,3.89e-150,Pelobacter carbinolicus,95.413,109.0,2.8e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.40532,AUID.10681,,,unknown1A
AUID.40533,AKV16213.1|uncultured_nitrogen-fixing,100.0,328.0,1.75e-173,Pseudomonas stutzeri,96.33,109.0,1.52e-74,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,,,,,,1,1G,AUID.40533,AUID.14815,,,unknown1G
AUID.40535,ABL96065.1|uncultured_bacterium,92.053,302.0,5.26e-119,Desulfovibrio magneticus,88.073,109.0,9.32e-67,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3G,AUID.40535,AUID.14816,,,unknown3
AUID.40536,YP_002891865.1|Tolumonas_auensis,98.471,327.0,1.37e-164,Tolumonas auensis,100.0,109.0,7.720000000000001e-77,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Tolumonas,,,,,,1,1G,AUID.40536,AUID.14817,1.0,,Tolumonas auensis
AUID.40538,AKU75695.1|uncultured_marine,97.248,327.0,6.43e-158,Desulfovibrio magneticus,88.991,109.0,5.06e-67,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3P,AUID.40538,AUID.14818,,,unknown3
AUID.40544,AQR65890.1|Aquaspirillum_sp.,98.476,328.0,3.81e-165,Dechloromonas aromatica,100.0,109.0,4.51e-77,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Dechloromonas,,,,,,1,1P,AUID.40544,AUID.14821,1.0,,Dechloromonas aromatica
AUID.40545,AFD03718.1|uncultured_bacterium,99.694,327.0,2.93e-171,Candidatus Azobacteroides,84.404,109.0,2.36e-64,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;CandidatusAzobacteroides;__g,,,,,,3,3H,AUID.40545,AUID.10682,,,unknown3
AUID.40550,AAZ06715.1|uncultured_nitrogen-fixing,97.866,328.0,8.25e-162,Desulfovibrio aespoeensis,96.33,109.0,1.81e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.40550,AUID.14824,,,unknown3
AUID.40560,ALJ51698.1|uncultured_bacterium,92.073,328.0,4.01e-130,Candidatus Azobacteroides,85.321,109.0,2.32e-65,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;CandidatusAzobacteroides;__g,,,,,,4,4G,AUID.40560,AUID.14828,,,unknown4
AUID.40573,AAZ06681.1|uncultured_nitrogen-fixing,90.854,328.0,1.88e-123,Geobacter uraniireducens,98.165,109.0,8.529999999999998e-76,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter,,,,,,1,1A,AUID.40573,AUID.14831,1.0,,Geobacter uraniireducens
AUID.40575,AFD03745.1|uncultured_bacterium,91.463,328.0,3.12e-126,Pelobacter carbinolicus,95.413,109.0,2.25e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.40575,AUID.10683,,,unknown1A
AUID.40576,AFP97405.1|uncultured_nitrogen-fixing,95.732,328.0,3.89e-150,Dechloromonas aromatica,99.083,109.0,8.310000000000001e-77,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Dechloromonas,,,,,,1,1P,AUID.40576,AUID.14832,1.0,,Dechloromonas aromatica
AUID.40579,ADD26526.1|uncultured_bacterium,89.329,328.0,4.09e-115,Desulfovibrio aespoeensis,97.248,109.0,1.83e-74,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.40579,AUID.14833,1.0,,Desulfovibrio aespoeensis
AUID.40581,ADM51405.1|uncultured_bacterium,92.236,322.0,1.86e-128,Pseudomonas stutzeri,96.33,109.0,3.64e-68,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,,,,,,1,1G,AUID.40581,AUID.14834,,,unknown1G
AUID.40588,ADM51535.1|uncultured_bacterium,89.097,321.0,3.19e-111,Pseudomonas stutzeri,97.248,109.0,4.06e-75,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,,,,,,1,1G,AUID.40588,AUID.10684,1.0,,Pseudomonas stutzeri
AUID.40590,AFD03745.1|uncultured_bacterium,96.646,328.0,1.39e-154,Pelobacter carbinolicus,95.413,109.0,2.8e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.40590,AUID.14841,,,unknown1A
AUID.40596,AAC36043.1|unidentified_bacterium,86.239,327.0,6.99e-98,Pseudomonas stutzeri,98.165,109.0,1.86e-76,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,,,,,,1,1G,AUID.40596,AUID.14844,1.0,,Pseudomonas stutzeri
AUID.40597,AKS11480.1|uncultured_microorganism,96.951,328.0,8.310000000000001e-157,Desulfuromonas acetoxidans,98.165,109.0,5.6e-76,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas,,,,,,1,1A,AUID.40597,AUID.10685,1.0,,Desulfuromonas acetoxidans
AUID.40598,ARJ57629.1|uncultured_bacterium,87.805,328.0,8.92e-107,Desulfovibrio aespoeensis,97.248,109.0,1.79e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.40598,AUID.14845,1.0,,Desulfovibrio aespoeensis
AUID.40600,AKU75791.1|uncultured_marine,99.083,327.0,6.34e-168,Pelobacter carbinolicus,95.413,109.0,2.8e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.40600,AUID.14846,,,unknown1A
AUID.40607,ALJ51858.1|uncultured_bacterium,87.462,327.0,1.49e-104,Desulfovibrio aespoeensis,96.33,109.0,8.69e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.40607,AUID.10686,,,unknown3
AUID.40611,AAZ06715.1|uncultured_nitrogen-fixing,95.427,328.0,1.81e-148,Desulfovibrio aespoeensis,96.33,109.0,1.81e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.40611,AUID.14852,,,unknown3
AUID.40613,ARA10622.1|uncultured_bacterium,84.177,316.0,1.98e-83,Desulfatibacillum alkenivorans,87.963,108.0,1.5100000000000002e-66,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,,,,,,3,3T,AUID.40613,AUID.14854,,,unknown3
AUID.40614,ARN60734.1|uncultured_bacterium,96.296,324.0,2.97e-151,Burkholderia unamae,100.0,107.0,1.07e-75,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,,,,,,1,1K,AUID.40614,AUID.14855,1.0,,Burkholderia unamae
AUID.40616,AKS11374.1|uncultured_microorganism,98.165,327.0,6.360000000000001e-163,Desulfatibacillum alkenivorans,91.589,107.0,5.67e-68,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,,,,,,3,3Q,AUID.40616,AUID.14856,,,unknown3
AUID.40617,AKS11520.1|uncultured_microorganism,95.427,328.0,1.81e-148,Pelobacter carbinolicus,93.578,109.0,4.72e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.40617,AUID.14857,,,unknown1A
AUID.40620,AKP55966.1|uncultured_nitrogen-fixing,96.341,328.0,1.8e-153,Desulfatibacillum alkenivorans,91.743,109.0,4.8800000000000005e-70,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,,,,,,3,3H,AUID.40620,AUID.14861,,,unknown3
AUID.40621,AKS11845.1|uncultured_microorganism,96.037,328.0,8.37e-152,Desulfuromonas acetoxidans,98.165,109.0,5.6e-76,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas,,,,,,1,1A,AUID.40621,AUID.14862,1.0,,Desulfuromonas acetoxidans
AUID.40624,AHN50640.1|uncultured_bacterium,83.486,327.0,7.14e-83,Sideroxydans lithotrophicus,100.0,109.0,2.07e-76,Bacteria;Proteobacteria;Betaproteobacteria;Gallionellales;Gallionellaceae;Sideroxydans,,,,,,1,1P,AUID.40624,AUID.14865,1.0,,Sideroxydans lithotrophicus
AUID.40626,ALJ51636.1|uncultured_bacterium,96.341,328.0,1.8e-153,Verrucomicrobiae bacterium,86.239,109.0,5.000000000000002e-66,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;__f;__g,,,,,,,nan,AUID.40626,AUID.10687,,,unknownnan
AUID.40627,ABM92894.1|uncultured_nitrogen-fixing,84.098,327.0,3.3e-86,Pseudomonas stutzeri,98.165,109.0,1.86e-76,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,,,,,,1,1G,AUID.40627,AUID.14867,1.0,,Pseudomonas stutzeri
AUID.40631,AAL83728.1|uncultured_nitrogen-fixing,92.355,327.0,3.1e-131,Desulfatibacillum alkenivorans,90.826,109.0,3.78e-68,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,,,,,,3,3H,AUID.40631,AUID.14870,,,unknown3
AUID.40634,CAN89724.1|uncultured_bacterium,88.217,314.0,5.37e-104,Tolumonas auensis,88.991,109.0,4.49e-70,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Tolumonas,,,,,,1,1P,AUID.40634,AUID.14873,,,unknown1P
AUID.40635,AKU75794.1|uncultured_marine,100.0,327.0,6.29e-173,Desulfovibrio aespoeensis,93.578,109.0,3.66e-70,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.40635,AUID.10216,,,unknown3
AUID.40638,AAZ06705.1|uncultured_nitrogen-fixing,96.646,328.0,3.87e-155,Teredinibacter turnerae,93.578,109.0,1.2200000000000002e-56,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadalesgeneraincertaesedis;Teredinibacter,,,,,,1,1G,AUID.40638,AUID.14876,,,unknown1G
AUID.40641,AIL28657.1|uncultured_bacterium,99.661,295.0,1.6e-153,Pelobacter carbinolicus,94.898,98.0,2.7e-64,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.40641,AUID.14877,,,unknown1A
AUID.40643,AIL28612.1|uncultured_bacterium,95.107,327.0,3.03e-146,Pelobacter carbinolicus,95.413,109.0,2.25e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.40643,AUID.14880,,,unknown1A
AUID.40644,AAZ06765.1|uncultured_nitrogen-fixing,97.554,327.0,1.38e-159,Pelobacter carbinolicus,95.413,109.0,2.8e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.40644,AUID.10688,,,unknown1A
AUID.40652,AIE38851.1|uncultured_bacterium,96.636,327.0,1.39e-154,Candidatus Accumulibacter,92.661,109.0,8.61e-72,Bacteria;Proteobacteria;Betaproteobacteria;CandidatusAccumulibacter;__f;__g,,,,,,1,1P,AUID.40652,AUID.14885,,,unknown1P
AUID.40654,ALJ51826.1|uncultured_bacterium,84.146,328.0,3.3e-86,Chloroherpeton thalassium,86.239,109.0,1.05e-66,Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chloroherpeton,,,,,,3,3N,AUID.40654,AUID.14887,,,unknown3
AUID.40656,AFD03631.1|uncultured_bacterium,100.0,327.0,6.29e-173,Pelobacter carbinolicus,95.413,109.0,2.8e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.40656,AUID.14888,,,unknown1A
AUID.40657,AKV16113.1|uncultured_nitrogen-fixing,88.415,328.0,4.120000000000001e-110,Candidatus Azobacteroides,83.486,109.0,1.34e-64,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;CandidatusAzobacteroides;__g,,,,,,3,3G,AUID.40657,AUID.14889,,,unknown3
AUID.40658,ZP_07333883.1|Desulfovibrio_fructosovorans,89.474,323.0,5.28e-114,Desulfovibrio fructosovorans,97.222,108.0,2.1400000000000002e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3P,AUID.40658,AUID.10689,1.0,,Desulfovibrio fructosovorans
AUID.40659,AAZ06765.1|uncultured_nitrogen-fixing,96.942,327.0,2.99e-156,Pelobacter carbinolicus,95.413,109.0,2.8e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.40659,AUID.14890,,,unknown1A
AUID.40662,ALJ52001.1|uncultured_bacterium,88.72,328.0,8.86e-112,Desulfovibrio magneticus,88.991,109.0,6.27e-55,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3N,AUID.40662,AUID.14892,,,unknown3
AUID.40664,ARN60379.1|uncultured_bacterium,87.616,323.0,5.3199999999999993e-104,Gluconacetobacter diazotrophicus,97.222,108.0,3.35e-58,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconacetobacter,,,,,,1,1J,AUID.40664,AUID.14893,1.0,,Gluconacetobacter diazotrophicus
AUID.40666,ADD26571.1|uncultured_bacterium,89.908,327.0,6.800000000000001e-118,Pelobacter carbinolicus,95.413,109.0,2.8e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.40666,AUID.14895,,,unknown1A
AUID.40669,AKP55938.1|uncultured_nitrogen-fixing,98.171,328.0,1.7700000000000003e-163,Desulfovibrio magneticus,86.239,109.0,2.83e-66,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3G,AUID.40669,AUID.10690,,,unknown3
AUID.40670,AKS11407.1|uncultured_microorganism,95.092,326.0,1.09e-145,Desulfovibrio aespoeensis,96.33,109.0,4.14e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.40670,AUID.14897,,,unknown3
AUID.40671,SHO56820.1|Vibrio_quintilis,84.356,326.0,2.55e-87,Teredinibacter turnerae,96.33,109.0,1.7799999999999998e-74,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadalesgeneraincertaesedis;Teredinibacter,,,,,,1,1G,AUID.40671,AUID.14898,,,unknown1G
AUID.40674,AIE38852.1|uncultured_bacterium,89.024,328.0,1.9e-113,Pseudomonas stutzeri,97.248,109.0,2.06e-59,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,,,,,,1,1G,AUID.40674,AUID.14901,1.0,,Pseudomonas stutzeri
AUID.40676,AGO36339.1|uncultured_bacterium,96.296,324.0,2.98e-151,Burkholderia xenovorans,98.148,108.0,1.6999999999999996e-75,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,,,,,,1,1K,AUID.40676,AUID.14903,1.0,,Burkholderia xenovorans
AUID.40678,AKV16101.1|uncultured_nitrogen-fixing,95.938,320.0,2.34e-147,Paludibacter propionicigenes,87.156,109.0,1.65e-68,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Paludibacter,,,,,,3,3L,AUID.40678,AUID.14904,,,unknown3
AUID.40679,ALJ51834.1|uncultured_bacterium,89.329,328.0,4.09e-115,Pelobacter carbinolicus,93.578,109.0,4.72e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.40679,AUID.10691,,,unknown1A
AUID.40680,APP90042.1|uncultured_bacterium,78.317,309.0,1.61e-49,Verrucomicrobiae bacterium,88.991,109.0,7.12e-68,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;__f;__g,,,,,,3,3J,AUID.40680,AUID.14905,,,unknown3
AUID.40681,ADD26526.1|uncultured_bacterium,96.341,328.0,1.8e-153,Desulfovibrio aespoeensis,96.33,109.0,3.4400000000000004e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.40681,AUID.14906,,,unknown3
AUID.40683,AKV16206.1|uncultured_nitrogen-fixing,99.66,294.0,5.77e-153,Pelobacter carbinolicus,95.918,98.0,8.69e-65,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.40683,AUID.14908,,,unknown1A
AUID.40689,ADD49191.1|uncultured_bacterium,94.576,295.0,1.6599999999999998e-128,Pelobacter carbinolicus,95.876,97.0,1.27e-64,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.40689,AUID.14911,,,unknown1A
AUID.40693,AAY85430.1|uncultured_bacterium,92.683,328.0,1.85e-133,Desulfovibrio magneticus,88.991,109.0,5.2399999999999994e-68,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3P,AUID.40693,AUID.10692,,,unknown3
AUID.40697,ADD49191.1|uncultured_bacterium,95.122,328.0,8.43e-147,Pelobacter carbinolicus,94.495,109.0,6.85e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.40697,AUID.14916,,,unknown1A
AUID.40699,ALJ51636.1|uncultured_bacterium,96.951,328.0,8.310000000000001e-157,Verrucomicrobiae bacterium,86.239,109.0,5.000000000000002e-66,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;__f;__g,,,,,,3,3T,AUID.40699,AUID.14917,,,unknown3
AUID.4070,ADT89833.1|uncultured_marine,96.942,327.0,2.99e-156,Teredinibacter turnerae,95.413,109.0,5.5700000000000006e-73,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadalesgeneraincertaesedis;Teredinibacter,,,,,,1,1G,AUID.4070,AUID.3904,,,unknown1G
AUID.40705,AFD03694.1|uncultured_bacterium,99.694,327.0,2.93e-171,Pelobacter carbinolicus,94.495,109.0,9.6e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.40705,AUID.10693,,,unknown1A
AUID.40707,AFP19410.1|uncultured_bacterium,89.602,327.0,3.16e-116,Geobacter uraniireducens,98.165,109.0,9.84e-77,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter,,,,,,1,1A,AUID.40707,AUID.14923,1.0,,Geobacter uraniireducens
AUID.40709,AHN51069.1|uncultured_bacterium,83.178,321.0,1.5500000000000003e-79,Desulfatibacillum alkenivorans,91.743,109.0,1.89e-69,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,,,,,,3,3H,AUID.40709,AUID.14925,,,unknown3
AUID.40710,ABQ50817.1|uncultured_microorganism,91.131,327.0,1.45e-124,Pelobacter carbinolicus,96.33,109.0,6.57e-74,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.40710,AUID.14926,,,unknown1A
AUID.40711,ADO24990.1|uncultured_bacterium,83.18,327.0,3.32e-81,Verrucomicrobiae bacterium,88.073,109.0,8.85e-68,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;__f;__g,,,,,,3,3Q,AUID.40711,AUID.14927,,,unknown3
AUID.40712,ACP42103.1|uncultured_bacterium,95.356,323.0,1.09e-145,Desulfuromonas acetoxidans,98.165,109.0,5.6e-76,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas,,,,,,1,1A,AUID.40712,AUID.14928,1.0,,Desulfuromonas acetoxidans
AUID.40713,AFD03769.1|uncultured_bacterium,97.248,327.0,6.43e-158,Pelobacter carbinolicus,94.495,109.0,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.40713,AUID.14929,,,unknown1A
AUID.40716,AKV16215.1|uncultured_nitrogen-fixing,88.72,328.0,8.86e-112,Desulfovibrio magneticus,88.991,109.0,4.12e-67,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3P,AUID.40716,AUID.10694,,,unknown3
AUID.40719,BAN57386.1|uncultured_bacterium,99.695,328.0,8.14e-172,Tolumonas auensis,100.0,109.0,7.720000000000001e-77,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Tolumonas,,,,,,1,1G,AUID.40719,AUID.14933,1.0,,Tolumonas auensis
AUID.40721,GAO33780.1|Ferriphaselus_amnicola,90.491,326.0,1.13e-120,Sideroxydans lithotrophicus,97.248,109.0,1.59e-74,Bacteria;Proteobacteria;Betaproteobacteria;Gallionellales;Gallionellaceae;Sideroxydans,,,,,,1,1P,AUID.40721,AUID.14935,1.0,,Sideroxydans lithotrophicus
AUID.40722,ACI13981.1|uncultured_bacterium,79.0,300.0,3.47e-51,Desulfovibrio vulgaris,85.321,109.0,1.54e-65,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3Q,AUID.40722,AUID.14936,,,unknown3
AUID.40726,AIL28645.1|uncultured_bacterium,99.695,328.0,8.14e-172,Pelobacter carbinolicus,92.661,109.0,4.8e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.40726,AUID.14939,,,unknown1A
