AUID_updt,cluster,subcluster
AUID.22901,1,1A
AUID.2291,1,1B
AUID.22910,3,3H
AUID.22914,1,1O
AUID.22917,1,1C
AUID.22919,1,1A
AUID.22929,3,3E
AUID.22930,1,1G
AUID.22940,1,1P
AUID.22981,1,1A
AUID.22986,3,3E
AUID.22990,4,4G
AUID.22991,1,1K
AUID.22992,3,3E
AUID.23,3,3H
AUID.23006,1,1G
AUID.2301,1,1B
AUID.23010,3,3L
AUID.23020,1,1A
AUID.23035,3,3J
AUID.23037,3,3P
AUID.23046,1,1A
AUID.23053,3,3E
AUID.23059,3,3P
AUID.2306,1,1P
AUID.23077,3,3H
AUID.23078,1,1A
AUID.2309,1,1J
AUID.23094,3,3E
AUID.23095,1,1A
AUID.23096,1,1G
AUID.23106,1,1A
AUID.23112,3,3T
AUID.23115,3,3E
AUID.23125,3,3G
AUID.23131,1,1G
AUID.23155,3,3P
AUID.23166,3,3Q
AUID.2317,1,1K
AUID.23177,3,3E
AUID.23178,1,1A
AUID.23195,1,1P
AUID.23198,1,1C
AUID.232,3,3Q
AUID.23226,3,3H
AUID.23235,1,1K
AUID.23246,1,1O
AUID.2327,1,1J
AUID.23274,3,3J
AUID.23275,1,1A
AUID.2328,1,1K
AUID.23295,3,3L
AUID.23299,3,3T
AUID.233,3,3E
AUID.23328,1,1K
AUID.2333,1,1K
AUID.23331,3,3G
AUID.23336,1,1O
AUID.23351,3,3I
AUID.23371,1,1A
AUID.23372,3,3J
AUID.2338,1,1P
AUID.23385,2,2C
AUID.23391,1,1P
AUID.23402,2,2D
AUID.23412,3,3E
AUID.23422,1,1G
AUID.23425,1,1A
AUID.23433,1,1G
AUID.23472,3,3N
AUID.23473,3,3I
AUID.23481,1,1A
AUID.2349,4,4F
AUID.23491,1,1A
AUID.23501,1,1A
AUID.23512,1,1A
AUID.23523,1,1A
AUID.23534,3,3N
AUID.23543,3,3R
AUID.23549,1,1G
AUID.23560,3,3E
AUID.23561,1,1A
AUID.23562,1,1G
AUID.23570,3,3Q
AUID.23573,3,3E
AUID.2358,2,2C
AUID.23582,3,3E
AUID.23598,1,1A
AUID.23617,3,3E
AUID.23625,1,1G
AUID.23634,3,3N
AUID.23646,1,1A
AUID.23649,3,3Q
AUID.23657,3,3E
AUID.23658,1,1A
AUID.23659,1,1A
AUID.23660,1,1A
AUID.23664,1,1A
AUID.23666,1,1A
AUID.23669,1,1A
AUID.2367,1,1G
AUID.23670,2,2D
AUID.23674,1,1K
AUID.2368,1,1G
AUID.23683,1,1A
AUID.23685,1,1A
AUID.23687,3,3E
AUID.2369,1,1K
AUID.23691,3,3I
AUID.23692,1,1G
AUID.23702,1,1G
AUID.23734,3,3G
AUID.23751,3,3I
AUID.23763,3,3J
AUID.23764,3,3N
AUID.23770,1,1A
AUID.23776,3,3H
AUID.2378,3,3E
AUID.23783,1,1A
AUID.23788,3,3Q
AUID.23789,3,3N
AUID.23790,1,1K
AUID.23793,1,1P
AUID.23794,3,3E
AUID.23798,1,1E
AUID.23825,3,3H
AUID.23844,3,3B
AUID.23845,1,1A
AUID.23860,3,3B
AUID.23864,3,3E
AUID.23867,1,1K
AUID.23869,1,1O
AUID.2388,3,3E
AUID.23880,1,1G
AUID.23887,3,3N
AUID.23899,1,1A
AUID.23927,1,1A
AUID.23936,3,3J
AUID.23937,1,1A
AUID.2395,4,4F
AUID.23951,1,1C
AUID.23957,3,3B
AUID.23959,1,1A
AUID.2397,1,1A
AUID.23975,1,1A
AUID.23986,1,1K
AUID.23990,3,3P
AUID.24,1,1G
AUID.24005,1,1A
AUID.24019,1,1A
AUID.24029,1,1A
AUID.24030,3,3E
AUID.24038,1,1K
AUID.24040,3,3H
AUID.24055,3,3E
AUID.24067,1,1A
AUID.2407,1,1G
AUID.24074,1,1G
AUID.24105,1,1A
AUID.24106,1,1A
AUID.24124,3,3G
AUID.24167,1,1A
AUID.2417,3,3E
AUID.24183,1,1J
AUID.24185,1,1A
AUID.24187,1,1P
AUID.24195,1,1A
AUID.24202,4,4G
AUID.24212,3,3E
AUID.24213,1,1K
AUID.24258,3,3E
AUID.2427,1,1B
AUID.2428,2,2C
AUID.24282,1,1A
AUID.24285,3,3E
AUID.24288,1,1K
AUID.24310,3,3H
AUID.24311,1,1A
AUID.24323,1,1A
AUID.24330,1,1A
AUID.24332,1,1A
AUID.2437,3,3N
AUID.24373,3,3E
AUID.24381,1,1A
AUID.24391,3,3N
AUID.24401,1,1K
AUID.24409,1,1K
AUID.24412,3,3I
AUID.24433,3,3E
AUID.2445,1,1K
AUID.24452,3,3N
AUID.24455,1,1G
AUID.24466,3,3Q
AUID.2447,1,1F
AUID.24486,3,3H
AUID.24497,3,3E
AUID.24517,1,1G
AUID.24524,3,3P
AUID.2455,1,1K
AUID.24566,1,1G
AUID.2457,3,3L
AUID.24586,3,3I
AUID.246,1,1G
AUID.24626,3,3I
AUID.24642,3,3S
AUID.24652,3,3G
AUID.2466,1,1G
AUID.24662,3,3T
AUID.24666,3,3E
AUID.24672,1,1A
AUID.24687,1,1A
AUID.24688,3,3E
AUID.24699,1,1P
AUID.24700,1,1A
AUID.24701,1,1A
AUID.24719,3,3N
AUID.24726,1,1P
AUID.24743,1,1K
AUID.24755,3,3E
AUID.2477,1,1K
AUID.24772,1,1A
AUID.24773,3,3K
AUID.24774,1,1
AUID.24778,3,3E
AUID.24792,3,3E
AUID.24803,3,3T
AUID.24805,1,1A
AUID.24806,3,3E
AUID.24814,3,3N
AUID.24828,3,3E
AUID.24833,3,3T
AUID.24836,1,1A
AUID.24840,3,3L
AUID.24845,1,1K
AUID.2485,1,1K
AUID.24852,1,1A
AUID.24853,3,3E
AUID.2486,1,1G
AUID.24864,1,1K
AUID.2487,1,1K
AUID.24874,1,1A
AUID.24914,3,3E
AUID.24920,3,3I
AUID.24930,3,3I
AUID.24940,3,3E
AUID.24941,3,3N
AUID.24948,3,3E
AUID.2495,1,1G
AUID.24956,1,1O
AUID.24961,1,1G
AUID.24964,3,3N
AUID.24970,3,3E
AUID.24975,3,3Q
AUID.24976,1,1G
AUID.24992,3,3E
AUID.24994,3,3E
AUID.25,1,1G
AUID.2500,1,1J
AUID.25006,3,3E
AUID.25037,1,1A
AUID.2504,1,1K
AUID.25041,1,1A
AUID.25042,1,1A
AUID.25043,1,1P
AUID.25051,2,2C
AUID.25053,3,3B
AUID.25054,3,3E
AUID.2506,1,1P
AUID.25069,1,1A
AUID.25097,3,3Q
AUID.25102,1,1A
AUID.25107,3,3L
AUID.25117,1,1A
AUID.25126,1,1A
AUID.25127,1,1G
AUID.25135,1,1K
AUID.25149,1,1J
AUID.2516,1,1K
AUID.25165,3,3B
AUID.25169,1,1K
AUID.25182,3,3H
AUID.25203,1,1K
AUID.25214,1,1K
AUID.25244,3,3E
AUID.25246,1,1O
AUID.25247,3,3E
AUID.25248,1,1K
AUID.2525,1,1G
AUID.25254,3,3E
AUID.2526,3,3E
AUID.25263,3,3T
AUID.25273,3,3L
AUID.25283,1,1A
AUID.25292,3,3N
AUID.25301,1,1C
AUID.25310,3,3L
AUID.25325,3,3K
AUID.25327,1,1A
AUID.25329,1,1A
AUID.25330,3,3E
AUID.2536,1,1G
AUID.2538,1,1G
AUID.25390,3,3N
AUID.25409,1,1A
AUID.25418,1,1A
AUID.25437,1,1A
AUID.25447,3,3P
AUID.25458,1,1J
AUID.2546,1,1B
AUID.25467,3,3T
AUID.25475,1,1A
AUID.25486,1,1G
AUID.25495,3,3N
AUID.25504,1,1A
AUID.25514,3,3E
AUID.25515,3,3E
AUID.25534,3,3Q
AUID.25544,3,3N
AUID.25553,1,1A
AUID.25572,2,2C
AUID.25581,1,1
AUID.25599,3,3E
AUID.25609,3,3H
AUID.25628,1,1A
AUID.25629,1,1K
AUID.25640,1,1A
AUID.25650,1,1A
AUID.25660,3,3N
AUID.25682,3,3N
AUID.2569,1,1G
AUID.257,1,1K
AUID.25702,3,3J
AUID.25712,1,1A
AUID.25713,3,3T
AUID.25743,3,3T
AUID.25762,3,3N
AUID.25793,3,3T
AUID.25812,3,3L
AUID.25822,1,1A
AUID.25842,1,1G
AUID.25859,3,3T
AUID.2586,3,3E
AUID.25869,1,1A
AUID.25890,3,3T
AUID.25911,1,1A
AUID.25912,1,1G
AUID.25922,1,1A
AUID.25932,1,1A
AUID.25942,3,3N
AUID.25951,3,3N
AUID.25954,3,3N
AUID.25958,1,1G
AUID.25988,3,3T
AUID.25989,3,3E
AUID.25998,1,1A
AUID.26008,3,3L
AUID.26022,3,3B
AUID.26026,1,1A
AUID.26037,1,1K
AUID.26039,1,1A
AUID.26053,1,1A
AUID.26061,1,1A
AUID.26063,3,3E
AUID.26068,3,3Q
AUID.26069,3,3E
AUID.26087,3,3I
AUID.26090,3,3E
AUID.26094,3,3Q
AUID.26095,3,3Q
AUID.26096,3,3N
AUID.26097,3,3I
AUID.26100,2,2D
AUID.26105,3,3G
AUID.26111,1,1A
AUID.26115,3,3T
AUID.26124,3,3E
AUID.26131,3,3E
AUID.26132,1,1A
AUID.26134,3,3K
AUID.26136,NA,NA
AUID.2614,1,1G
AUID.26144,1,1A
AUID.26166,1,1A
AUID.26182,1,1A
AUID.26213,3,3N
AUID.26217,1,1A
AUID.26218,1,1A
AUID.26219,3,3H
AUID.26222,1,1A
AUID.26226,1,1A
AUID.26227,3,3I
AUID.26230,1,1A
AUID.26235,1,1G
AUID.26240,3,3L
AUID.26246,3,3E
AUID.26250,3,3H
AUID.26259,1,1G
AUID.26260,3,3E
AUID.26273,1,1A
AUID.26275,1,1A
AUID.26281,1,1A
AUID.26282,1,1F
AUID.26289,3,3
AUID.26290,3,3T
AUID.26305,3,3N
AUID.26312,3,3E
AUID.26342,3,3L
AUID.26351,1,1G
AUID.26370,3,3N
AUID.26371,1,1A
AUID.26406,3,3E
AUID.26417,1,1A
AUID.26428,1,1A
AUID.26437,3,3G
AUID.26461,3,3E
AUID.26466,1,1A
AUID.26467,1,1O
AUID.26476,1,1A
AUID.26486,3,3E
AUID.2649,1,1B
AUID.26494,1,1A
AUID.26496,3,3Q
AUID.26504,1,1A
AUID.26521,3,3G
AUID.26550,3,3E
AUID.26560,1,1A
AUID.26566,1,1O
AUID.26572,3,3Q
AUID.2658,1,1B
AUID.26580,3,3G
AUID.26593,1,1P
AUID.26603,3,3E
AUID.26613,1,1A
AUID.26617,3,3H
AUID.26623,1,1A
AUID.26644,1,1A
AUID.26658,1,1P
AUID.26659,3,3T
AUID.26660,1,1K
AUID.26661,3,3L
AUID.26667,3,3H
AUID.26669,1,1K
AUID.26686,4,4G
AUID.267,1,1G
AUID.26705,1,1A
AUID.26744,1,1J
AUID.26753,3,3G
AUID.26754,1,1K
AUID.26763,3,3E
AUID.26781,3,3M
AUID.26786,1,1A
AUID.26790,3,3N
AUID.26819,1,1A
AUID.26828,4,4G
AUID.26839,1,1A
AUID.26849,3,3N
AUID.26850,1,1A
AUID.26858,1,1K
AUID.26868,3,3N
AUID.26878,3,3E
AUID.2688,3,3E
AUID.269,3,3L
AUID.26910,1,1B
AUID.26920,3,3H
AUID.26922,3,3E
AUID.26931,4,4G
AUID.26939,1,1A
AUID.26940,3,3E
AUID.26951,1,1A
AUID.26960,3,3Q
AUID.26980,3,3E
AUID.26991,1,1A
AUID.27001,1,1J
AUID.27015,3,3H
AUID.27049,1,1P
AUID.27060,3,3L
AUID.27101,3,3H
AUID.27128,3,3Q
AUID.27149,1,1A
AUID.27168,1,1P
AUID.27178,3,3L
AUID.27195,1,1A
AUID.272,3,3L
AUID.27216,3,3N
AUID.27246,1,1A
AUID.27257,1,1B
AUID.27278,3,3I
AUID.27288,3,3I
AUID.27306,1,1A
AUID.2732,3,3E
AUID.27348,3,3C
AUID.27349,1,1A
AUID.27358,3,3N
AUID.27369,1,1K
AUID.27377,3,3E
AUID.27388,1,1A
AUID.27428,3,3H
AUID.27438,1,1A
AUID.27439,3,3G
AUID.27449,1,1G
AUID.27457,3,3I
AUID.27473,3,3N
AUID.27478,3,3N
AUID.275,1,1G
AUID.27501,1,1A
AUID.27510,3,3E
AUID.27516,3,3H
AUID.27527,1,1G
AUID.27535,3,3I
AUID.27542,1,1A
AUID.27552,3,3N
AUID.27569,1,1A
AUID.27577,3,3E
AUID.27578,1,1A
AUID.27583,1,1A
AUID.27584,1,1A
AUID.27585,3,3J
AUID.276,3,3S
AUID.27608,3,3N
AUID.27614,1,1A
AUID.27615,1,1P
AUID.27618,1,1A
AUID.27623,1,1A
AUID.27626,3,3T
AUID.27627,3,3E
AUID.27632,3,3Q
AUID.27642,1,1A
AUID.27647,3,3L
AUID.27650,1,1A
AUID.27671,1,1K
AUID.27678,3,3P
AUID.27695,1,1G
AUID.27724,3,3T
AUID.27725,1,1A
AUID.27734,1,1G
AUID.27738,3,3N
AUID.27744,3,3L
AUID.27750,3,3H
AUID.27757,3,3T
AUID.27761,1,1A
AUID.27766,3,3P
AUID.27770,3,3T
AUID.27772,1,1G
AUID.27780,1,1A
AUID.27782,3,3E
AUID.27785,1,1A
AUID.27787,3,3E
AUID.27790,1,1A
AUID.27791,1,1G
AUID.27792,1,1A
AUID.27796,1,1A
AUID.27801,3,3B
AUID.27814,1,1O
AUID.27823,1,1A
AUID.27830,1,1P
AUID.27841,3,3E
AUID.27863,1,1A
AUID.27870,1,1A
AUID.27871,1,1A
AUID.27875,1,1A
AUID.27876,2,2C
AUID.27880,3,3N
AUID.27890,4,4G
AUID.27937,1,1K
AUID.27946,1,1A
AUID.2795,1,1G
AUID.27954,1,1A
AUID.27974,3,3E
AUID.27996,1,1A
AUID.28,1,1A
AUID.28001,1,1A
AUID.28012,1,1A
AUID.28021,3,3E
AUID.28041,1,1A
AUID.28049,3,3H
AUID.28050,3,3E
AUID.28056,3,3N
AUID.2807,1,1B
AUID.28088,3,3T
AUID.28116,3,3E
AUID.28119,3,3N
AUID.28127,3,3N
AUID.28137,3,3E
AUID.28147,3,3E
AUID.28168,3,3N
AUID.28178,3,3H
AUID.2818,1,1G
AUID.28197,3,3T
AUID.28206,3,3S
AUID.28216,3,3L
AUID.28237,1,1G
AUID.28244,1,1A
AUID.28245,3,3E
AUID.28246,3,3N
AUID.28255,1,1A
AUID.28265,4,4G
AUID.28281,1,1A
AUID.28300,3,3N
AUID.28310,3,3N
AUID.28328,1,1A
AUID.28329,3,3J
AUID.28339,1,1G
AUID.28348,4,4G
AUID.28356,3,3E
AUID.28365,3,3L
AUID.28374,1,1K
AUID.28378,1,1A
AUID.28383,1,1A
AUID.28403,3,3H
AUID.28414,3,3H
AUID.28424,3,3L
AUID.28441,1,1A
AUID.28442,1,1A
AUID.28451,3,3N
AUID.28462,3,3E
AUID.28470,3,3E
AUID.2848,1,1G
AUID.28482,1,1J
AUID.28499,1,1A
AUID.28518,3,3N
AUID.28537,3,3N
AUID.28539,1,1G
AUID.28546,3,3N
AUID.28553,1,1P
AUID.2859,1,1B
AUID.286,3,3E
AUID.28603,3,3P
AUID.28612,3,3N
AUID.28629,1,1A
AUID.28638,1,1O
AUID.28658,1,1A
AUID.287,1,1G
AUID.28710,1,1A
AUID.28757,1,1A
AUID.28766,3,3N
AUID.28777,3,3N
AUID.28786,1,1G
AUID.2879,1,1B
AUID.288,1,1B
AUID.28806,3,3E
AUID.28807,3,3E
AUID.28828,1,1A
AUID.28839,1,1G
AUID.28870,3,3H
AUID.28897,3,3H
AUID.28907,3,3E
AUID.28908,3,3N
AUID.28929,3,3E
AUID.28949,1,1A
AUID.2896,1,1B
AUID.28979,3,3J
AUID.28989,3,3T
AUID.29004,3,3J
AUID.29013,1,1A
AUID.29027,1,1A
AUID.29034,1,1C
AUID.29042,1,1A
AUID.29055,1,1A
AUID.29073,1,1A
AUID.29090,1,1K
AUID.29101,3,3N
AUID.2911,1,1B
AUID.29112,3,3M
AUID.29127,1,1A
AUID.29128,3,3P
AUID.29129,1,1A
AUID.29138,3,3J
AUID.29148,3,3E
AUID.29173,3,3E
AUID.29174,1,1A
AUID.29176,1,1A
AUID.29195,3,3Q
AUID.29208,1,1G
AUID.29212,3,3E
AUID.29215,3,3N
AUID.29219,3,3E
AUID.29229,3,3E
AUID.29237,3,3E
AUID.29249,3,3E
AUID.2926,1,1J
AUID.2927,1,1G
AUID.29276,3,3E
AUID.29277,1,1A
AUID.29286,3,3E
AUID.29293,1,1A
AUID.29295,1,1A
AUID.29300,3,3N
AUID.29301,1,1A
AUID.29302,4,4G
AUID.29303,1,1A
AUID.29308,1,1A
AUID.29309,3,3E
AUID.29313,1,1A
AUID.29320,1,1K
AUID.29331,1,1K
AUID.29339,3,3Q
AUID.2934,1,1B
AUID.29358,1,1G
AUID.29359,3,3E
AUID.29360,1,1G
AUID.29371,3,3T
AUID.29380,1,1G
AUID.29384,3,3I
AUID.29391,3,3E
AUID.29396,3,3L
AUID.29407,1,1A
AUID.29413,1,1A
AUID.29427,1,1A
AUID.29442,1,1A
AUID.29452,1,1K
AUID.29462,3,3J
AUID.29463,1,1A
AUID.29471,3,3N
AUID.29477,1,1A
AUID.29480,3,3N
AUID.29485,2,2C
AUID.29486,1,1J
AUID.29492,1,1K
AUID.295,3,3H
AUID.29501,1,1A
AUID.29519,3,3J
AUID.29526,1,1A
AUID.29527,3,3N
AUID.29545,1,1G
AUID.2955,3,3E
AUID.29573,3,3E
AUID.29577,1,1A
AUID.29598,3,3I
AUID.29622,1,1A
AUID.29632,1,1K
AUID.29648,1,1P
AUID.29651,1,1G
AUID.29679,3,3N
AUID.29686,3,3E
AUID.29693,1,1A
AUID.29703,3,3B
AUID.29714,3,3I
AUID.29715,1,1A
AUID.29757,1,1A
AUID.29787,3,3N
AUID.29789,3,3B
AUID.29798,3,3E
AUID.29813,3,3J
AUID.29814,1,1A
AUID.29833,1,1A
AUID.29842,1,1G
AUID.29845,1,1P
AUID.29882,1,1A
AUID.29894,NA,NA
AUID.2990,1,1B
AUID.29936,3,3N
AUID.29956,1,1A
AUID.29965,3,3E
AUID.29983,3,3T
AUID.3,3,3
AUID.30,1,1G
AUID.30000,3,3H
AUID.30009,1,1A
AUID.3001,1,1G
AUID.30031,3,3Q
AUID.30046,3,3Q
AUID.30059,1,1J
AUID.30065,3,3E
AUID.30075,3,3P
AUID.30084,4,4G
AUID.30110,1,1K
AUID.30132,1,1A
AUID.30143,3,3J
AUID.3017,1,1G
AUID.30173,3,3E
AUID.30181,3,3L
AUID.3022,1,1G
AUID.30227,3,3Q
AUID.30264,3,3N
AUID.30275,1,1A
AUID.30285,3,3M
AUID.30306,3,3L
AUID.3032,3,3E
AUID.30322,1,1A
AUID.30359,3,3E
AUID.30360,3,3I
AUID.30368,3,3E
AUID.30384,1,1A
AUID.30394,1,1A
AUID.30402,3,3E
AUID.30407,1,1K
AUID.30411,1,1A
AUID.30422,1,1A
AUID.30425,1,1P
AUID.30443,1,1P
AUID.30454,3,3K
AUID.30455,1,1K
AUID.30465,3,3E
AUID.30485,3,3T
AUID.30496,3,3E
AUID.30506,1,1P
AUID.30515,3,3J
AUID.30526,3,3I
AUID.30554,1,1K
AUID.30565,1,1A
AUID.30576,3,3J
AUID.30597,3,3E
AUID.30608,3,3H
AUID.30648,1,1G
AUID.30659,1,1P
AUID.30660,3,3H
AUID.30671,3,3E
AUID.30693,3,3H
AUID.30712,3,3E
AUID.30723,1,1A
AUID.30754,1,1G
AUID.30763,1,1G
AUID.30764,4,4G
AUID.30775,1,1A
AUID.30800,1,1P
AUID.30810,1,1J
AUID.30825,3,3E
AUID.30847,1,1A
AUID.30853,1,1G
AUID.30860,3,3E
AUID.30868,3,3L
AUID.30872,1,1K
AUID.30879,3,3E
AUID.30887,3,3E
AUID.30892,1,1A
AUID.30900,1,1P
AUID.30909,3,3L
AUID.30926,3,3E
AUID.30934,1,1P
AUID.30940,3,3E
AUID.30958,3,3E
AUID.30959,1,1G
AUID.30964,2,2C
AUID.30993,3,3K
AUID.30999,1,1G
AUID.31,1,1G
AUID.310,3,3L
AUID.31004,3,3Q
AUID.31006,3,3J
AUID.31009,3,3E
AUID.31012,1,1A
AUID.31013,1,1P
AUID.31014,3,3E
AUID.31027,3,3E
AUID.31035,1,1G
AUID.31047,3,3E
AUID.31052,1,1A
AUID.31059,1,1G
AUID.31066,3,3N
AUID.31073,3,3N
AUID.31076,1,1P
AUID.31077,3,3L
AUID.31080,1,1A
AUID.31081,3,3N
AUID.31085,3,3E
AUID.31089,1,1A
AUID.3109,1,1G
AUID.31096,1,1A
AUID.3110,1,1B
AUID.31126,3,3N
AUID.31129,1,1P
AUID.31130,1,1K
AUID.31143,3,3Q
AUID.31170,1,1G
AUID.31179,1,1A
AUID.31180,3,3S
AUID.31183,3,3E
AUID.31184,1,1A
AUID.31198,3,3G
AUID.31201,1,1A
AUID.31203,1,1A
AUID.31208,3,3N
AUID.31218,3,3G
AUID.31219,1,1G
AUID.31220,3,3E
AUID.31230,1,1A
AUID.31237,3,3L
AUID.31242,1,1K
AUID.31245,3,3H
AUID.31248,3,3E
AUID.31249,3,3L
AUID.31252,1,1A
AUID.31253,1,1K
AUID.31259,2,2C
AUID.31260,3,3E
AUID.31262,3,3N
AUID.31263,1,1A
AUID.31264,1,1A
AUID.31265,NA,NA
AUID.31267,1,1A
AUID.31277,1,1K
AUID.31283,4,4G
AUID.31289,1,1G
AUID.31297,1,1A
AUID.31314,1,1P
AUID.31326,1,1J
AUID.31334,3,3G
AUID.31359,1,1A
AUID.3136,1,1J
AUID.31371,1,1G
AUID.31375,3,3E
AUID.31379,3,3N
AUID.31380,1,1A
AUID.31389,3,3G
AUID.31400,3,3E
AUID.31417,3,3Q
AUID.31446,3,3N
AUID.31464,1,1P
AUID.31465,3,3E
AUID.31475,1,1G
AUID.31485,1,1A
AUID.31503,3,3L
AUID.31522,1,1
AUID.31541,3,3I
AUID.31551,1,1A
AUID.31560,1,1A
AUID.31561,1,1A
AUID.31580,1,1A
AUID.31655,3,3E
AUID.31656,3,3E
AUID.3168,1,1J
AUID.31700,1,1A
AUID.31718,3,3S
AUID.31744,3,3J
AUID.31745,1,1A
AUID.31753,1,1A
AUID.31762,1,1P
AUID.31778,3,3N
AUID.31785,1,1A
AUID.31802,3,3P
AUID.31805,3,3E
AUID.31816,3,3H
AUID.31820,1,1A
AUID.31831,1,1G
AUID.31836,3,3J
AUID.31858,3,3E
AUID.31862,1,1A
AUID.31872,3,3E
AUID.31876,1,1P
AUID.31883,1,1A
AUID.31892,1,1K
AUID.31901,3,3I
AUID.31902,3,3N
AUID.31940,1,1A
AUID.31968,3,3B
AUID.3197,1,1
AUID.31995,3,3E
AUID.320,3,3Q
AUID.32012,3,3S
AUID.32027,1,1G
AUID.3203,1,1B
AUID.32044,3,3Q
AUID.32069,3,3E
AUID.32076,1,1G
AUID.32086,3,3N
AUID.32094,3,3Q
AUID.32104,3,3K
AUID.32131,1,1K
AUID.3214,1,1G
AUID.32156,3,3N
AUID.32164,1,1G
AUID.32196,3,3I
AUID.32203,3,3E
AUID.32209,3,3E
AUID.32214,1,1A
AUID.32224,3,3T
AUID.32233,1,1A
AUID.32260,3,3P
AUID.32319,1,1A
AUID.32329,1,1A
AUID.32339,1,1A
AUID.32349,3,3E
AUID.32358,1,1A
AUID.32389,3,3E
AUID.32404,1,1A
AUID.3243,1,1G
AUID.32448,3,3E
AUID.32449,1,1A
AUID.32475,1,1A
AUID.32479,3,3P
AUID.32488,1,1P
AUID.3249,3,3N
AUID.32500,4,4G
AUID.32531,1,1K
AUID.32541,1,1A
AUID.32549,3,3E
AUID.32567,3,3A
AUID.32585,1,1P
AUID.32604,1,1K
AUID.3264,1,1G
AUID.32643,3,3E
AUID.32644,1,1A
AUID.32654,3,3E
AUID.32663,3,3N
AUID.32685,3,3L
AUID.32704,4,4G
AUID.32713,1,1A
AUID.32724,1,1K
AUID.32739,3,3E
AUID.32740,1,1A
AUID.3275,1,1G
AUID.32751,3,3E
AUID.32761,1,1A
AUID.32802,1,1G
AUID.32816,3,3Q
AUID.32817,1,1A
AUID.32821,3,3
AUID.32822,1,1A
AUID.32823,1,1A
AUID.32828,1,1A
AUID.32832,1,1P
AUID.32858,3,3I
AUID.3286,1,1G
AUID.32870,3,3E
AUID.32887,1,1A
AUID.32896,3,3E
AUID.32903,3,3P
AUID.3291,1,1J
AUID.32920,3,3E
AUID.32955,3,3J
AUID.32956,3,3E
AUID.32982,1,1A
AUID.32988,3,3T
AUID.32992,3,3E
AUID.32996,3,3P
AUID.33006,1,1A
AUID.33011,1,1A
AUID.33021,1,1G
AUID.33022,1,1A
AUID.33043,3,3E
AUID.33067,3,3N
AUID.33071,1,1P
AUID.33082,3,3H
AUID.33098,3,3E
AUID.33106,3,3N
AUID.33112,3,3P
AUID.33117,1,1G
AUID.33119,3,3N
AUID.33121,3,3E
AUID.33122,3,3N
AUID.33126,1,1C
AUID.33132,3,3J
AUID.33150,1,1P
AUID.33152,1,1A
AUID.33153,3,3E
AUID.33157,3,3G
AUID.33158,3,3E
AUID.33162,3,3E
AUID.33163,3,3N
AUID.33164,3,3E
AUID.33165,1,1G
AUID.33166,1,1A
AUID.33169,1,1A
AUID.33174,1,1A
AUID.33182,3,3T
AUID.33185,1,1G
AUID.33186,1,1K
AUID.33192,3,3E
AUID.33230,1,1C
AUID.33239,3,3H
AUID.33240,3,3N
AUID.33249,1,1P
AUID.33256,3,3I
AUID.33271,1,1A
AUID.33272,1,1A
AUID.33277,3,3I
AUID.33278,1,1A
AUID.33282,1,1O
AUID.33283,1,1A
AUID.33294,1,1G
AUID.33295,3,3T
AUID.33296,3,3N
AUID.33302,3,3N
AUID.33340,3,3H
AUID.33341,3,3L
AUID.33347,1,1A
AUID.33359,3,3E
AUID.33362,3,3N
AUID.33363,3,3P
AUID.33365,1,NA
AUID.33366,3,3T
AUID.33367,3,3G
AUID.33369,3,3G
AUID.33371,1,1P
AUID.33377,1,1G
AUID.33378,1,1A
AUID.33381,1,1A
AUID.33382,1,1A
AUID.33384,3,3K
AUID.33385,1,1A
AUID.33386,3,3E
AUID.33387,1,1A
AUID.33388,1,1A
AUID.33391,1,1A
AUID.33392,3,3E
AUID.33404,3,3E
AUID.33446,1,1A
AUID.33480,1,1G
AUID.33493,3,3Q
AUID.33497,3,3N
AUID.335,3,3E
AUID.33503,3,3Q
AUID.3351,3,3N
AUID.33510,3,3E
AUID.33540,1,1C
AUID.33548,1,1A
AUID.33569,1,1P
AUID.33580,3,3L
AUID.33601,1,1K
AUID.33618,1,1A
AUID.33641,3,3N
AUID.33653,1,1A
AUID.33678,3,3N
AUID.33681,3,3E
AUID.33686,1,1O
AUID.33695,3,3T
AUID.33703,1,1A
AUID.33724,3,3E
AUID.33727,3,3I
AUID.33732,1,1A
AUID.3376,1,1B
AUID.33762,1,1K
AUID.33773,3,3N
AUID.3378,3,3J
AUID.33795,3,3P
AUID.33824,3,3E
AUID.33825,3,3N
AUID.33826,1,1K
AUID.33837,1,1A
AUID.33846,1,1K
AUID.33857,1,1A
AUID.33866,3,3E
AUID.3388,3,3M
AUID.33889,1,1A
AUID.33904,1,1G
AUID.33905,1,1A
AUID.33913,1,1G
AUID.33921,3,3Q
AUID.33931,3,3T
AUID.33965,4,4G
AUID.3397,1,1B
AUID.33981,3,3P
AUID.33982,3,3T
AUID.33986,1,1A
AUID.34,1,1K
AUID.34003,1,1G
AUID.34019,3,3E
AUID.34029,3,3T
AUID.3403,3,3L
AUID.34037,1,1P
AUID.34045,1,1A
AUID.34046,3,3G
AUID.3405,3,3B
AUID.34065,3,3B
AUID.3407,1,1G
AUID.3411,1,1B
AUID.34121,1,1A
AUID.34129,3,3E
AUID.34131,3,3Q
AUID.34139,3,3I
AUID.3414,1,1B
AUID.34140,3,3N
AUID.34150,1,1A
AUID.3418,1,1B
