SAMPLEID,StudyID,Run,SRA_Study,BioProject,BioSample,Sample_Name,Sample_Name_2,Region,Collection_Date,Time,Depth,Station,geo_loc_name,Lat_Lon,Latitude,Longitude,LibraryName,LibrarySelection,LibrarySource,Size_fraction,Sample_Type
SRR10759548,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671203,34434_nifH,NA,NA,2016-6-3,NA,6,NA,Pacific Ocean,32.9951 S 170.0026 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759550,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671201,34432_nifH,NA,NA,2016-6-3,NA,6,NA,Pacific Ocean,33.9843 S 169.9947 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759551,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671200,34431_nifH,NA,NA,2016-6-2,NA,6,NA,Pacific Ocean,34.5019 S 170.0023 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759553,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671198,34429_nifH,NA,NA,2016-6-2,NA,6,NA,Pacific Ocean,35.334 S 170.003 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759554,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671144,34375_nifH,NA,NA,2016-5-8,NA,6,NA,Southern Ocean,62.4988 S 169.9979 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759555,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671197,34428_nifH,NA,NA,2016-6-2,NA,6,NA,Pacific Ocean,35.6806 S 170.0072 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759556,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671196,34427_nifH,NA,NA,2016-6-1,NA,6,NA,Pacific Ocean,36.007 S 169.9949 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759557,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671195,34426_nifH,NA,NA,2016-6-1,NA,6,NA,Pacific Ocean,36.4507 S 170.2936 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759558,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671194,34425_nifH,NA,NA,2016-6-1,NA,6,NA,Pacific Ocean,36.8754 S 170.5984 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759559,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671193,34424_nifH,NA,NA,2016-5-31,NA,6,NA,Pacific Ocean,37.7601 S 171.1973 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759560,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671192,34423_nifH,NA,NA,2016-5-31,NA,6,NA,Pacific Ocean,38.1902 S 171.5002 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759561,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671191,34422_nifH,NA,NA,2016-5-31,NA,6,NA,Pacific Ocean,38.6346 S 171.8062 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759562,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671190,34421_nifH,NA,NA,2016-5-30,NA,6,NA,Pacific Ocean,39.0728 S 172.1152 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759563,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671189,34420_nifH,NA,NA,2016-5-30,NA,6,NA,Pacific Ocean,39.5154 S 172.4141 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759564,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671188,34419_nifH,NA,NA,2016-5-30,NA,6,NA,Pacific Ocean,39.9698 S 172.7015 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759565,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671143,34374_nifH,NA,NA,2016-5-8,NA,6,NA,Southern Ocean,63.0042 S 170.0371 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759566,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671187,34418_nifH,NA,NA,2016-5-29,NA,6,NA,Pacific Ocean,40.3973 S 173.022 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759567,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671186,34417_nifH,NA,NA,2016-5-29,NA,6,NA,Pacific Ocean,40.8355 S 173.3296 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759568,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671185,34416_nifH,NA,NA,2016-5-29,NA,6,NA,Pacific Ocean,41.2727 S 173.6521 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759569,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671184,34415_nifH,NA,NA,2016-5-29,NA,6,NA,Pacific Ocean,41.7277 S 173.9514 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759570,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671183,34414_nifH,NA,NA,2016-5-29,NA,6,NA,Pacific Ocean,42.169 S 174.2547 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759571,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671182,34413_nifH,NA,NA,2016-5-28,NA,6,NA,Pacific Ocean,42.3962 S 174.409 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759572,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671181,34412_nifH,NA,NA,2016-5-23,NA,6,NA,Pacific Ocean,42.7517 S 174.6462 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759573,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671180,34411_nifH,NA,NA,2016-5-23,NA,6,NA,Pacific Ocean,42.9327 S 174.7838 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759575,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671178,34409_nifH,NA,NA,2016-5-23,NA,6,NA,Pacific Ocean,44.3277 S 173.7481 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759577,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671177,34408_nifH,NA,NA,2016-5-22,NA,6,NA,Pacific Ocean,44.5186 S 173.5019 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759578,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671176,34407_nifH,NA,NA,2016-5-22,NA,6,NA,Pacific Ocean,44.8347 S 173.1415 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759579,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671175,34406_nifH,NA,NA,2016-5-22,NA,6,NA,Pacific Ocean,45.1763 S 172.7338 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759580,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671174,34405_nifH,NA,NA,2016-5-21,NA,6,NA,Pacific Ocean,46.3308 S 171.3738 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759581,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671173,34404_nifH,NA,NA,2016-5-20,NA,6,NA,Pacific Ocean,46.7122 S 170.9118 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759582,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671172,34403_nifH,NA,NA,2016-5-20,NA,6,NA,Pacific Ocean,47.1152 S 170.4692 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759583,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671171,34402_nifH,NA,NA,2016-5-19,NA,6,NA,Pacific Ocean,47.488 S 169.9835 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759584,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671170,34401_nifH,NA,NA,2016-5-19,NA,6,NA,Pacific Ocean,47.9897 S 169.9911 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759585,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671169,34400_nifH,NA,NA,2016-5-19,NA,6,NA,Pacific Ocean,48.5082 S 170.0036 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759587,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671141,34372_nifH,NA,NA,2016-5-6,NA,6,NA,Southern Ocean,64.5046 S 169.9906 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759588,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671167,34398_nifH,NA,NA,2016-5-18,NA,6,NA,Pacific Ocean,49.4921 S 170.016 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759589,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671166,34397_nifH,NA,NA,2016-5-18,NA,6,NA,Pacific Ocean,50.0101 S 169.9894 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759591,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671164,34395_nifH,NA,NA,2016-5-17,NA,6,NA,Pacific Ocean,51.0004 S 170.016 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759592,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671163,34394_nifH,NA,NA,2016-5-17,NA,6,NA,Pacific Ocean,51.4929 S 170.0117 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759593,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671162,34393_nifH,NA,NA,2016-5-17,NA,6,NA,Pacific Ocean,52.0028 S 170.0692 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759594,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671161,34392_nifH,NA,NA,2016-5-17,NA,6,NA,Pacific Ocean,52.5031 S 169.9822 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759595,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671160,34391_nifH,NA,NA,2016-5-16,NA,6,NA,Pacific Ocean,53.0035 S 170.0136 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759596,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671159,34390_nifH,NA,NA,2016-5-16,NA,6,NA,Pacific Ocean,53.502 S 169.9878 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759597,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671158,34389_nifH,NA,NA,2016-5-16,NA,6,NA,Pacific Ocean,53.9904 S 169.9482 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759599,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671157,34388_nifH,NA,NA,2016-5-15,NA,6,NA,Pacific Ocean,54.4982 S 170.0027 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759600,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671156,34387_nifH,NA,NA,2016-5-15,NA,6,NA,Pacific Ocean,55.0001 S 169.9911 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759601,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671155,34386_nifH,NA,NA,2016-5-15,NA,6,NA,Pacific Ocean,55.501 S 169.9884 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759602,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671154,34385_nifH,NA,NA,2016-5-14,NA,6,NA,Pacific Ocean,55.9861 S 170.0183 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759603,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671153,34384_nifH,NA,NA,2016-5-14,NA,6,NA,Pacific Ocean,56.4931 S 170.0081 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759604,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671152,34383_nifH,NA,NA,2016-5-14,NA,6,NA,Pacific Ocean,57.0086 S 170.0007 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759605,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671268,34499_nifH,NA,NA,2016-6-24,NA,6,NA,Pacific Ocean,0.0042 N 168.7368 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759607,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671267,34498_nifH,NA,NA,2016-6-23,NA,6,NA,Pacific Ocean,0.4966 S 168.7438 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759608,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671266,34497_nifH,NA,NA,2016-6-23,NA,6,NA,Pacific Ocean,0.9991 S 168.7493 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759609,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671265,34496_nifH,NA,NA,2016-6-23,NA,6,NA,Pacific Ocean,1.5004 S 168.7497 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759610,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671264,34495_nifH,NA,NA,2016-6-23,NA,6,NA,Pacific Ocean,2.0011 S 168.7501 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759612,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671262,34493_nifH,NA,NA,2016-6-22,NA,6,NA,Pacific Ocean,2.9995 S 168.7514 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759613,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671261,34492_nifH,NA,NA,2016-6-22,NA,6,NA,Pacific Ocean,3.5013 S 168.7506 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759614,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671260,34491_nifH,NA,NA,2016-6-22,NA,6,NA,Pacific Ocean,3.9944 S 168.7519 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759615,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671259,34490_nifH,NA,NA,2016-6-21,NA,6,NA,Pacific Ocean,4.5003 S 168.7502 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759616,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671258,34489_nifH,NA,NA,2016-6-21,NA,6,NA,Pacific Ocean,4.9981 S 168.7502 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759617,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671150,34381_nifH,NA,NA,2016-5-13,NA,6,NA,Pacific Ocean,57.9989 S 170.006 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759618,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671257,34488_nifH,NA,NA,2016-6-21,NA,6,NA,Pacific Ocean,5.5023 S 168.7504 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759619,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671256,34487_nifH,NA,NA,2016-6-20,NA,6,NA,Pacific Ocean,5.9991 S 168.7513 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759620,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671255,34486_nifH,NA,NA,2016-6-20,NA,6,NA,Pacific Ocean,6.5003 S 168.7491 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759621,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671254,34485_nifH,NA,NA,2016-6-20,NA,6,NA,Pacific Ocean,7.002 S 168.7528 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759622,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671253,34484_nifH,NA,NA,2016-6-20,NA,6,NA,Pacific Ocean,7.4985 S 168.7503 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759623,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671252,34483_nifH,NA,NA,2016-6-19,NA,6,NA,Pacific Ocean,8.0003 S 168.6161 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759624,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671251,34482_nifH,NA,NA,2016-6-19,NA,6,NA,Pacific Ocean,8.4941 S 168.7514 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759625,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671250,34481_nifH,NA,NA,2016-6-19,NA,6,NA,Pacific Ocean,8.9988 S 168.8752 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759626,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671237,34468_nifH,NA,NA,2016-6-15,NA,6,NA,Pacific Ocean,15.0029 S 170 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759627,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671236,34467_nifH,NA,NA,2016-6-15,NA,6,NA,Pacific Ocean,15.4963 S 170.001 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759628,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671235,34466_nifH,NA,NA,2016-6-15,NA,6,NA,Pacific Ocean,16.0015 S 170.0016 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759629,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671234,34465_nifH,NA,NA,2016-6-14,NA,6,NA,Pacific Ocean,16.5028 S 170.0004 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759630,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671233,34464_nifH,NA,NA,2016-6-14,NA,6,NA,Pacific Ocean,17.0013 S 170.0012 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759631,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671232,34463_nifH,NA,NA,2016-6-14,NA,6,NA,Pacific Ocean,17.4985 S 170.001 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759632,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671231,34462_nifH,NA,NA,2016-6-14,NA,6,NA,Pacific Ocean,17.9984 S 170.0004 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759633,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671230,34461_nifH,NA,NA,2016-6-13,NA,6,NA,Pacific Ocean,18.5003 S 170.0019 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759634,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671229,34460_nifH,NA,NA,2016-6-13,NA,6,NA,Pacific Ocean,19.0012 S 170.059 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759635,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671228,34459_nifH,NA,NA,2016-6-13,NA,6,NA,Pacific Ocean,19.4953 S 170.0026 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759637,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671227,34458_nifH,NA,NA,2016-6-12,NA,6,NA,Pacific Ocean,19.9981 S 170.0022 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759638,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671226,34457_nifH,NA,NA,2016-6-12,NA,6,NA,Pacific Ocean,20.5032 S 169.9991 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759639,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671225,34456_nifH,NA,NA,2016-6-12,NA,6,NA,Pacific Ocean,20.9973 S 169.9991 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759640,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671224,34455_nifH,NA,NA,2016-6-11,NA,6,NA,Pacific Ocean,21.5003 S 170.0001 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759641,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671223,34454_nifH,NA,NA,2016-6-11,NA,6,NA,Pacific Ocean,22.0016 S 169.9999 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759642,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671222,34453_nifH,NA,NA,2016-6-11,NA,6,NA,Pacific Ocean,22.4992 S 170.0001 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759643,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671221,34452_nifH,NA,NA,2016-6-11,NA,6,NA,Pacific Ocean,22.9949 S 170.0004 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759644,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671220,34451_nifH,NA,NA,2016-6-10,NA,6,NA,Pacific Ocean,23.5035 S 169.9982 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759645,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671219,34450_nifH,NA,NA,2016-6-10,NA,6,NA,Pacific Ocean,23.9956 S 170.0036 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759646,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671218,34449_nifH,NA,NA,2016-6-10,NA,6,NA,Pacific Ocean,24.4994 S 170.0022 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759647,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671146,34377_nifH,NA,NA,2016-5-9,NA,6,NA,Southern Ocean,61.492 S 169.9923 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759648,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671217,34448_nifH,NA,NA,2016-6-9,NA,6,NA,Pacific Ocean,24.993 S 170.004 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759649,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671216,34447_nifH,NA,NA,2016-6-9,NA,6,NA,Pacific Ocean,25.4911 S 170.0026 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759650,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671215,34446_nifH,NA,NA,2016-6-9,NA,6,NA,Pacific Ocean,25.9835 S 169.9958 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759651,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671214,34445_nifH,NA,NA,2016-6-8,NA,6,NA,Pacific Ocean,26.4806 S 169.9965 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759652,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671213,34444_nifH,NA,NA,2016-6-8,NA,6,NA,Pacific Ocean,27.266 S 169.9974 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759653,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671212,34443_nifH,NA,NA,2016-6-6,NA,6,NA,Pacific Ocean,28.5012 S 169.9972 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759654,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671211,34442_nifH,NA,NA,2016-6-6,NA,6,NA,Pacific Ocean,28.9991 S 169.9838 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759655,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671210,34441_nifH,NA,NA,2016-6-5,NA,6,NA,Pacific Ocean,29.499 S 169.9957 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759656,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671209,34440_nifH,NA,NA,2016-6-5,NA,6,NA,Pacific Ocean,29.9597 S 169.9798 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759657,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671208,34439_nifH,NA,NA,2016-6-5,NA,6,NA,Pacific Ocean,30.5042 S 169.9937 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759659,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671207,34438_nifH,NA,NA,2016-6-5,NA,6,NA,Pacific Ocean,31.0006 S 169.9959 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759660,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671206,34437_nifH,NA,NA,2016-6-4,NA,6,NA,Pacific Ocean,31.4895 S 169.9788 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759661,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671249,34480_nifH,NA,NA,2016-6-18,NA,6,NA,Pacific Ocean,9.499 S 168.9992 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759663,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671149,34380_nifH,NA,NA,2016-5-12,NA,6,NA,Pacific Ocean,58.9972 S 170.0005 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759665,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671246,34477_nifH,NA,NA,2016-6-18,NA,6,NA,Pacific Ocean,10.9975 S 169.9994 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759666,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671245,34476_nifH,NA,NA,2016-6-17,NA,6,NA,Pacific Ocean,11.4959 S 169.9992 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759667,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671244,34475_nifH,NA,NA,2016-6-17,NA,6,NA,Pacific Ocean,11.9945 S 170.0024 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759668,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671243,34474_nifH,NA,NA,2016-6-17,NA,6,NA,Pacific Ocean,12.498 S 169.999 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759669,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671242,34473_nifH,NA,NA,2016-6-17,NA,6,NA,Pacific Ocean,12.9975 S 169.9982 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759670,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671241,34472_nifH,NA,NA,2016-6-16,NA,6,NA,Pacific Ocean,13.5033 S 170.0026 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759671,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671240,34471_nifH,NA,NA,2016-6-16,NA,6,NA,Pacific Ocean,13.969 S 169.9977 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759672,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671239,34470_nifH,NA,NA,2016-6-16,NA,6,NA,Pacific Ocean,14.2799 S 169.996 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759673,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671238,34469_nifH,NA,NA,2016-6-15,NA,6,NA,Pacific Ocean,14.6644 S 169.9982 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759676,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671138,34369_nifH,NA,NA,2016-5-4,NA,6,NA,Southern Ocean,66.333 S 169.9982 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR1178342,BentzonTilia_2015,NA,SRP038933,PRJNA239310,SAMN02662115,RR16,NA,NA,2012-8-16,NA,1 m,NA,Denmark: Roskilde Fjord,55.7 N 12.07944444 E,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,B,simple
SRR1178343,BentzonTilia_2015,NA,SRP038933,PRJNA239310,SAMN02662116,RR19,NA,NA,2012-10-17,NA,1 m,NA,Denmark: Roskilde Fjord,55.7 N 12.07944444 E,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,A,simple
SRR1178345,BentzonTilia_2015,NA,SRP038933,PRJNA239310,SAMN02662118,SD1,NA,NA,2012-2-13,NA,1 m,NA,Denmark: Great Belt,55.5075 N 10.86194444 E,NA,NA,NA,PCR,METAGENOMIC,A,simple
